No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
347,X131,S10/in/07,0,2024-04-27T16:46:47.594551,Input,1
422,D100,Encoder Value,609,2024-04-27T16:46:47.666425,Encoder,1
439,Y257,S10/out/11,0,2024-04-27T16:46:47.696463,Output,1
423,D100,Encoder Value,657,2024-04-27T16:46:47.805125,Encoder,1
440,Y250,S10/out/04,0,2024-04-27T16:46:48.000805,Output,1
424,D100,Encoder Value,698,2024-04-27T16:46:48.030333,Encoder,1
441,Y252,S10/out/06,0,2024-04-27T16:46:48.138392,Output,1
425,D100,Encoder Value,786,2024-04-27T16:46:48.170615,Encoder,1
442,Y254,S10/out/08,0,2024-04-27T16:46:48.262638,Output,1
426,D100,Encoder Value,836,2024-04-27T16:46:48.313243,Encoder,1
443,Y256,S10/out/10,0,2024-04-27T16:46:48.492269,Output,1
427,D100,Encoder Value,883,2024-04-27T16:46:48.550807,Encoder,1
428,D100,Encoder Value,959,2024-04-27T16:46:48.663878,Encoder,1
444,Y251,S10/out/05,1,2024-04-27T16:46:48.717810,Output,1
348,X110,S10/in/00,1,2024-04-27T16:46:48.750755,Input,1
429,D100,Encoder Value,6,2024-04-27T16:46:48.799343,Encoder,1
445,Y253,S10/out/07,1,2024-04-27T16:46:48.840628,Output,1
349,X111,S10/in/01,1,2024-04-27T16:46:48.883564,Input,1
326,D3012,goodProductRaw,-32613,2024-04-27T16:46:48.924027,Counting,1
430,D100,Encoder Value,63,2024-04-27T16:46:48.968798,Encoder,1
446,Y255,S10/out/09,1,2024-04-27T16:46:49.005959,Output,1
350,X130,S10/in/06,1,2024-04-27T16:46:49.046933,Input,1
327,D3150,ACT_BATCH_CNT,2610,2024-04-27T16:46:49.080716,Counting,1
431,D100,Encoder Value,123,2024-04-27T16:46:49.145412,Encoder,1
447,Y257,S10/out/11,1,2024-04-27T16:46:49.169236,Output,1
351,X131,S10/in/07,1,2024-04-27T16:46:49.200420,Input,1
328,D3000,TOTAL_CNT_TR1,8556,2024-04-27T16:46:49.236149,Counting,1
432,D100,Encoder Value,179,2024-04-27T16:46:49.302179,Encoder,1
329,D3002,TOTAL_CNT_TR2,8550,2024-04-27T16:46:49.354418,Counting,1
448,Y251,S10/out/05,0,2024-04-27T16:46:49.421141,Output,1
449,Y253,S10/out/07,0,2024-04-27T16:46:49.444457,Output,1
330,D3004,TOTAL_CNT_TR3,8545,2024-04-27T16:46:49.496412,Counting,1
331,D3006,TOTAL_CNT_TR4,8527,2024-04-27T16:46:49.534503,Counting,1
450,Y255,S10/out/09,0,2024-04-27T16:46:49.608081,Output,1
352,X110,S10/in/00,0,2024-04-27T16:46:49.644610,Input,1
332,D3020,GOOD_CNT_TR1,8266,2024-04-27T16:46:49.685255,Counting,1
433,D100,Encoder Value,281,2024-04-27T16:46:49.750424,Encoder,1
353,X111,S10/in/01,0,2024-04-27T16:46:49.838086,Input,1
333,D3022,GOOD_CNT_TR2,8316,2024-04-27T16:46:49.884215,Counting,1
434,D100,Encoder Value,406,2024-04-27T16:46:49.949851,Encoder,1
354,X130,S10/in/06,0,2024-04-27T16:46:49.996591,Input,1
334,D3024,GOOD_CNT_TR3,8149,2024-04-27T16:46:50.031993,Counting,1
451,Y257,S10/out/11,0,2024-04-27T16:46:50.074807,Output,1
435,D100,Encoder Value,460,2024-04-27T16:46:50.107117,Encoder,1
355,X131,S10/in/07,0,2024-04-27T16:46:50.139781,Input,1
335,D3026,GOOD_CNT_TR4,8192,2024-04-27T16:46:50.180144,Counting,1
336,D3039,productCount,-31358,2024-04-27T16:46:50.287805,Counting,1
452,Y40,S10/out/00,1,2024-04-27T16:46:50.339170,Output,1
436,D100,Encoder Value,511,2024-04-27T16:46:50.362171,Encoder,1
453,Y41,S10/out/01,1,2024-04-27T16:46:50.457178,Output,1
437,D100,Encoder Value,591,2024-04-27T16:46:50.487219,Encoder,1
454,Y42,S10/out/02,1,2024-04-27T16:46:50.569877,Output,1
356,X112,S10/in/02,1,2024-04-27T16:46:50.604727,Input,1
455,Y43,S10/out/03,1,2024-04-27T16:46:50.677269,Output,1
438,D100,Encoder Value,631,2024-04-27T16:46:50.749116,Encoder,1
357,X113,S10/in/03,1,2024-04-27T16:46:50.784415,Input,1
358,X114,S10/in/04,1,2024-04-27T16:46:50.805028,Input,1
439,D100,Encoder Value,736,2024-04-27T16:46:50.904991,Encoder,1
359,X115,S10/in/05,1,2024-04-27T16:46:50.923728,Input,1
456,Y40,S10/out/00,0,2024-04-27T16:46:50.983527,Output,1
457,Y41,S10/out/01,0,2024-04-27T16:46:51.009581,Output,1
360,X112,S10/in/02,0,2024-04-27T16:46:51.075948,Input,1
361,X113,S10/in/03,0,2024-04-27T16:46:51.102992,Input,1
458,Y42,S10/out/02,0,2024-04-27T16:46:51.268886,Output,1
440,D100,Encoder Value,793,2024-04-27T16:46:51.299956,Encoder,1
362,X114,S10/in/04,0,2024-04-27T16:46:51.335092,Input,1
459,Y43,S10/out/03,0,2024-04-27T16:46:51.384345,Output,1
441,D100,Encoder Value,917,2024-04-27T16:46:51.418443,Encoder,1
363,X115,S10/in/05,0,2024-04-27T16:46:51.444903,Input,1
442,D100,Encoder Value,956,2024-04-27T16:46:51.520906,Encoder,1
460,Y251,S10/out/05,1,2024-04-27T16:46:51.586316,Output,1
337,D3012,goodProductRaw,-32609,2024-04-27T16:46:51.611985,Counting,1
443,D100,Encoder Value,996,2024-04-27T16:46:51.651270,Encoder,1
461,Y253,S10/out/07,1,2024-04-27T16:46:51.704141,Output,1
338,D3150,ACT_BATCH_CNT,2614,2024-04-27T16:46:51.740256,Counting,1
364,X130,S10/in/06,1,2024-04-27T16:46:51.774407,Input,1
444,D100,Encoder Value,49,2024-04-27T16:46:51.804588,Encoder,1
462,Y255,S10/out/09,1,2024-04-27T16:46:51.843130,Output,1
339,D3000,TOTAL_CNT_TR1,8557,2024-04-27T16:46:51.876900,Counting,1
365,X131,S10/in/07,1,2024-04-27T16:46:51.905721,Input,1
445,D100,Encoder Value,99,2024-04-27T16:46:51.951600,Encoder,1
463,Y257,S10/out/11,1,2024-04-27T16:46:51.981693,Output,1
340,D3002,TOTAL_CNT_TR2,8551,2024-04-27T16:46:52.007781,Counting,1
366,X110,S10/in/00,1,2024-04-27T16:46:52.048557,Input,1
446,D100,Encoder Value,147,2024-04-27T16:46:52.088252,Encoder,1
341,D3004,TOTAL_CNT_TR3,8546,2024-04-27T16:46:52.132571,Counting,1
367,X111,S10/in/01,1,2024-04-27T16:46:52.177349,Input,1
447,D100,Encoder Value,197,2024-04-27T16:46:52.231046,Encoder,1
342,D3006,TOTAL_CNT_TR4,8528,2024-04-27T16:46:52.262726,Counting,1
464,Y251,S10/out/05,0,2024-04-27T16:46:52.328355,Output,1
343,D3020,GOOD_CNT_TR1,8267,2024-04-27T16:46:52.365995,Counting,1
465,Y253,S10/out/07,0,2024-04-27T16:46:52.438651,Output,1
448,D100,Encoder Value,240,2024-04-27T16:46:52.458798,Encoder,1
344,D3022,GOOD_CNT_TR2,8317,2024-04-27T16:46:52.489417,Counting,1
368,X110,S10/in/00,0,2024-04-27T16:46:52.546210,Input,1
466,Y255,S10/out/09,0,2024-04-27T16:46:52.580838,Output,1
449,D100,Encoder Value,332,2024-04-27T16:46:52.620875,Encoder,1
345,D3024,GOOD_CNT_TR3,8150,2024-04-27T16:46:52.644406,Counting,1
369,X111,S10/in/01,0,2024-04-27T16:46:52.709167,Input,1
467,Y257,S10/out/11,0,2024-04-27T16:46:52.749501,Output,1
450,D100,Encoder Value,395,2024-04-27T16:46:52.794733,Encoder,1
370,X130,S10/in/06,0,2024-04-27T16:46:52.856067,Input,1
346,D3026,GOOD_CNT_TR4,8193,2024-04-27T16:46:52.922110,Counting,1
451,D100,Encoder Value,452,2024-04-27T16:46:52.952890,Encoder,1
371,X131,S10/in/07,0,2024-04-27T16:46:53.012561,Input,1
468,Y250,S10/out/04,1,2024-04-27T16:46:53.058812,Output,1
347,D3039,productCount,-31354,2024-04-27T16:46:53.109393,Counting,1
452,D100,Encoder Value,520,2024-04-27T16:46:53.157528,Encoder,1
469,Y252,S10/out/06,1,2024-04-27T16:46:53.208715,Output,1
453,D100,Encoder Value,561,2024-04-27T16:46:53.273637,Encoder,1
470,Y254,S10/out/08,1,2024-04-27T16:46:53.319564,Output,1
454,D100,Encoder Value,605,2024-04-27T16:46:53.403536,Encoder,1
471,Y256,S10/out/10,1,2024-04-27T16:46:53.439269,Output,1
372,X112,S10/in/02,1,2024-04-27T16:46:53.547287,Input,1
373,X113,S10/in/03,1,2024-04-27T16:46:53.669986,Input,1
455,D100,Encoder Value,669,2024-04-27T16:46:53.788850,Encoder,1
374,X114,S10/in/04,1,2024-04-27T16:46:53.903005,Input,1
472,Y250,S10/out/04,0,2024-04-27T16:46:53.932792,Output,1
456,D100,Encoder Value,790,2024-04-27T16:46:54.047215,Encoder,1
473,Y252,S10/out/06,0,2024-04-27T16:46:54.072815,Output,1
474,Y254,S10/out/08,0,2024-04-27T16:46:54.096932,Output,1
375,X112,S10/in/02,0,2024-04-27T16:46:54.179413,Input,1
457,D100,Encoder Value,887,2024-04-27T16:46:54.201776,Encoder,1
475,Y256,S10/out/10,0,2024-04-27T16:46:54.226500,Output,1
376,X113,S10/in/03,0,2024-04-27T16:46:54.301662,Input,1
348,D3012,goodProductRaw,-32605,2024-04-27T16:46:54.369618,Counting,1
377,X114,S10/in/04,0,2024-04-27T16:46:54.410505,Input,1
458,D100,Encoder Value,931,2024-04-27T16:46:54.440425,Encoder,1
476,Y251,S10/out/05,1,2024-04-27T16:46:54.456909,Output,1
349,D3150,ACT_BATCH_CNT,2618,2024-04-27T16:46:54.496407,Counting,1
378,X110,S10/in/00,1,2024-04-27T16:46:54.547806,Input,1
459,D100,Encoder Value,10,2024-04-27T16:46:54.577785,Encoder,1
350,D3000,TOTAL_CNT_TR1,8558,2024-04-27T16:46:54.619611,Counting,1
379,X111,S10/in/01,1,2024-04-27T16:46:54.672100,Input,1
477,Y253,S10/out/07,1,2024-04-27T16:46:54.691756,Output,1
351,D3002,TOTAL_CNT_TR2,8552,2024-04-27T16:46:54.736804,Counting,1
380,X130,S10/in/06,1,2024-04-27T16:46:54.792705,Input,1
478,Y255,S10/out/09,1,2024-04-27T16:46:54.814757,Output,1
460,D100,Encoder Value,57,2024-04-27T16:46:54.837018,Encoder,1
352,D3004,TOTAL_CNT_TR3,8547,2024-04-27T16:46:54.883772,Counting,1
381,X131,S10/in/07,1,2024-04-27T16:46:54.937980,Input,1
479,Y257,S10/out/11,1,2024-04-27T16:46:54.963420,Output,1
461,D100,Encoder Value,154,2024-04-27T16:46:54.994641,Encoder,1
353,D3006,TOTAL_CNT_TR4,8529,2024-04-27T16:46:55.030511,Counting,1
462,D100,Encoder Value,201,2024-04-27T16:46:55.128215,Encoder,1
354,D3020,GOOD_CNT_TR1,8268,2024-04-27T16:46:55.145556,Counting,1
480,Y251,S10/out/05,0,2024-04-27T16:46:55.206872,Output,1
463,D100,Encoder Value,245,2024-04-27T16:46:55.256101,Encoder,1
481,Y253,S10/out/07,0,2024-04-27T16:46:55.313656,Output,1
355,D3022,GOOD_CNT_TR2,8318,2024-04-27T16:46:55.339831,Counting,1
464,D100,Encoder Value,289,2024-04-27T16:46:55.384565,Encoder,1
382,X110,S10/in/00,0,2024-04-27T16:46:55.437475,Input,1
356,D3024,GOOD_CNT_TR3,8151,2024-04-27T16:46:55.473912,Counting,1
357,D3026,GOOD_CNT_TR4,8194,2024-04-27T16:46:55.510440,Counting,1
358,D3039,productCount,-31350,2024-04-27T16:46:55.562454,Counting,1
465,D100,Encoder Value,369,2024-04-27T16:46:55.607634,Encoder,1
482,Y255,S10/out/09,0,2024-04-27T16:46:55.643618,Output,1
383,X111,S10/in/01,0,2024-04-27T16:46:55.671149,Input,1
466,D100,Encoder Value,421,2024-04-27T16:46:55.755714,Encoder,1
483,Y257,S10/out/11,0,2024-04-27T16:46:55.772513,Output,1
384,X130,S10/in/06,0,2024-04-27T16:46:55.799126,Input,1
467,D100,Encoder Value,469,2024-04-27T16:46:55.898449,Encoder,1
385,X131,S10/in/07,0,2024-04-27T16:46:55.920050,Input,1
468,D100,Encoder Value,519,2024-04-27T16:46:56.041181,Encoder,1
484,Y40,S10/out/00,1,2024-04-27T16:46:56.146211,Output,1
469,D100,Encoder Value,569,2024-04-27T16:46:56.184746,Encoder,1
485,Y41,S10/out/01,1,2024-04-27T16:46:56.266945,Output,1
470,D100,Encoder Value,609,2024-04-27T16:46:56.302549,Encoder,1
486,Y42,S10/out/02,1,2024-04-27T16:46:56.384177,Output,1
471,D100,Encoder Value,672,2024-04-27T16:46:56.486305,Encoder,1
386,X112,S10/in/02,1,2024-04-27T16:46:56.528023,Input,1
487,Y43,S10/out/03,1,2024-04-27T16:46:56.560127,Output,1
472,D100,Encoder Value,719,2024-04-27T16:46:56.619761,Encoder,1
387,X113,S10/in/03,1,2024-04-27T16:46:56.645346,Input,1
473,D100,Encoder Value,758,2024-04-27T16:46:56.733274,Encoder,1
388,X114,S10/in/04,1,2024-04-27T16:46:56.753531,Input,1
488,Y40,S10/out/00,0,2024-04-27T16:46:56.787093,Output,1
474,D100,Encoder Value,810,2024-04-27T16:46:56.877960,Encoder,1
489,Y41,S10/out/01,0,2024-04-27T16:46:56.904188,Output,1
389,X115,S10/in/05,1,2024-04-27T16:46:56.977378,Input,1
475,D100,Encoder Value,854,2024-04-27T16:46:57.001092,Encoder,1
490,Y42,S10/out/02,0,2024-04-27T16:46:57.023587,Output,1
476,D100,Encoder Value,900,2024-04-27T16:46:57.131501,Encoder,1
390,X112,S10/in/02,0,2024-04-27T16:46:57.205575,Input,1
491,Y43,S10/out/03,0,2024-04-27T16:46:57.234937,Output,1
477,D100,Encoder Value,947,2024-04-27T16:46:57.270020,Encoder,1
391,X113,S10/in/03,0,2024-04-27T16:46:57.338770,Input,1
492,Y251,S10/out/05,1,2024-04-27T16:46:57.379845,Output,1
359,D3012,goodProductRaw,-32601,2024-04-27T16:46:57.439502,Counting,1
360,D3150,ACT_BATCH_CNT,2622,2024-04-27T16:46:57.474979,Counting,1
392,X114,S10/in/04,0,2024-04-27T16:46:57.521997,Input,1
493,Y253,S10/out/07,1,2024-04-27T16:46:57.586665,Output,1
478,D100,Encoder Value,996,2024-04-27T16:46:57.618767,Encoder,1
361,D3000,TOTAL_CNT_TR1,8559,2024-04-27T16:46:57.676014,Counting,1
393,X115,S10/in/05,0,2024-04-27T16:46:57.700841,Input,1
494,Y255,S10/out/09,1,2024-04-27T16:46:57.748348,Output,1
479,D100,Encoder Value,126,2024-04-27T16:46:57.791808,Encoder,1
362,D3002,TOTAL_CNT_TR2,8553,2024-04-27T16:46:57.837859,Counting,1
495,Y257,S10/out/11,1,2024-04-27T16:46:57.895271,Output,1
480,D100,Encoder Value,178,2024-04-27T16:46:57.938829,Encoder,1
363,D3004,TOTAL_CNT_TR3,8548,2024-04-27T16:46:57.979886,Counting,1
394,X110,S10/in/00,1,2024-04-27T16:46:58.004306,Input,1
496,Y251,S10/out/05,0,2024-04-27T16:46:58.062566,Output,1
481,D100,Encoder Value,236,2024-04-27T16:46:58.105193,Encoder,1
364,D3006,TOTAL_CNT_TR4,8530,2024-04-27T16:46:58.134959,Counting,1
395,X111,S10/in/01,1,2024-04-27T16:46:58.165143,Input,1
497,Y253,S10/out/07,0,2024-04-27T16:46:58.235474,Output,1
482,D100,Encoder Value,301,2024-04-27T16:46:58.295940,Encoder,1
396,X130,S10/in/06,1,2024-04-27T16:46:58.327015,Input,1
498,Y255,S10/out/09,0,2024-04-27T16:46:58.378602,Output,1
365,D3020,GOOD_CNT_TR1,8269,2024-04-27T16:46:58.423044,Counting,1
483,D100,Encoder Value,362,2024-04-27T16:46:58.464149,Encoder,1
499,Y257,S10/out/11,0,2024-04-27T16:46:58.521649,Output,1
366,D3022,GOOD_CNT_TR2,8319,2024-04-27T16:46:58.567229,Counting,1
397,X131,S10/in/07,1,2024-04-27T16:46:58.597129,Input,1
484,D100,Encoder Value,419,2024-04-27T16:46:58.627383,Encoder,1
500,Y250,S10/out/04,1,2024-04-27T16:46:58.684793,Output,1
367,D3024,GOOD_CNT_TR3,8152,2024-04-27T16:46:58.714393,Counting,1
398,X110,S10/in/00,0,2024-04-27T16:46:58.745224,Input,1
485,D100,Encoder Value,472,2024-04-27T16:46:58.784276,Encoder,1
501,Y252,S10/out/06,1,2024-04-27T16:46:58.827458,Output,1
368,D3026,GOOD_CNT_TR4,8195,2024-04-27T16:46:58.896241,Counting,1
399,X111,S10/in/01,0,2024-04-27T16:46:58.944289,Input,1
486,D100,Encoder Value,548,2024-04-27T16:46:59.002172,Encoder,1
502,Y254,S10/out/08,1,2024-04-27T16:46:59.034694,Output,1
369,D3039,productCount,-31346,2024-04-27T16:46:59.067543,Counting,1
400,X130,S10/in/06,0,2024-04-27T16:46:59.112916,Input,1
487,D100,Encoder Value,605,2024-04-27T16:46:59.168083,Encoder,1
503,Y256,S10/out/10,1,2024-04-27T16:46:59.193884,Output,1
401,X131,S10/in/07,0,2024-04-27T16:46:59.248022,Input,1
488,D100,Encoder Value,655,2024-04-27T16:46:59.313165,Encoder,1
489,D100,Encoder Value,694,2024-04-27T16:46:59.422238,Encoder,1
504,Y250,S10/out/04,0,2024-04-27T16:46:59.511278,Output,1
490,D100,Encoder Value,737,2024-04-27T16:46:59.550205,Encoder,1
505,Y252,S10/out/06,0,2024-04-27T16:46:59.628169,Output,1
491,D100,Encoder Value,783,2024-04-27T16:46:59.677569,Encoder,1
506,Y254,S10/out/08,0,2024-04-27T16:46:59.743003,Output,1
492,D100,Encoder Value,829,2024-04-27T16:46:59.806925,Encoder,1
507,Y256,S10/out/10,0,2024-04-27T16:46:59.861285,Output,1
493,D100,Encoder Value,872,2024-04-27T16:46:59.929912,Encoder,1
494,D100,Encoder Value,912,2024-04-27T16:47:00.045456,Encoder,1
495,D100,Encoder Value,953,2024-04-27T16:47:00.165632,Encoder,1
370,D3012,goodProductRaw,-32597,2024-04-27T16:47:00.217660,Counting,1
496,D100,Encoder Value,997,2024-04-27T16:47:00.295136,Encoder,1
371,D3150,ACT_BATCH_CNT,2626,2024-04-27T16:47:00.336711,Counting,1
402,X110,S10/in/00,1,2024-04-27T16:47:00.370231,Input,1
508,Y251,S10/out/05,1,2024-04-27T16:47:00.431811,Output,1
497,D100,Encoder Value,56,2024-04-27T16:47:00.456469,Encoder,1
372,D3000,TOTAL_CNT_TR1,8560,2024-04-27T16:47:00.494515,Counting,1
403,X111,S10/in/01,1,2024-04-27T16:47:00.528721,Input,1
509,Y253,S10/out/07,1,2024-04-27T16:47:00.588975,Output,1
373,D3002,TOTAL_CNT_TR2,8554,2024-04-27T16:47:00.654401,Counting,1
404,X130,S10/in/06,1,2024-04-27T16:47:00.687754,Input,1
510,Y255,S10/out/09,1,2024-04-27T16:47:00.751485,Output,1
498,D100,Encoder Value,117,2024-04-27T16:47:00.769140,Encoder,1
374,D3004,TOTAL_CNT_TR3,8549,2024-04-27T16:47:00.820108,Counting,1
405,X131,S10/in/07,1,2024-04-27T16:47:00.843650,Input,1
511,Y257,S10/out/11,1,2024-04-27T16:47:00.899928,Output,1
375,D3006,TOTAL_CNT_TR4,8531,2024-04-27T16:47:00.959635,Counting,1
512,Y251,S10/out/05,0,2024-04-27T16:47:01.040616,Output,1
376,D3020,GOOD_CNT_TR1,8270,2024-04-27T16:47:01.085762,Counting,1
499,D100,Encoder Value,220,2024-04-27T16:47:01.154371,Encoder,1
513,Y253,S10/out/07,0,2024-04-27T16:47:01.177663,Output,1
377,D3022,GOOD_CNT_TR2,8320,2024-04-27T16:47:01.221234,Counting,1
500,D100,Encoder Value,345,2024-04-27T16:47:01.296549,Encoder,1
406,X110,S10/in/00,0,2024-04-27T16:47:01.352871,Input,1
514,Y255,S10/out/09,0,2024-04-27T16:47:01.424059,Output,1
501,D100,Encoder Value,407,2024-04-27T16:47:01.468834,Encoder,1
407,X111,S10/in/01,0,2024-04-27T16:47:01.530419,Input,1
515,Y257,S10/out/11,0,2024-04-27T16:47:01.621183,Output,1
378,D3024,GOOD_CNT_TR3,8153,2024-04-27T16:47:01.688047,Counting,1
379,D3026,GOOD_CNT_TR4,8196,2024-04-27T16:47:01.729622,Counting,1
408,X130,S10/in/06,0,2024-04-27T16:47:01.871395,Input,1
516,Y40,S10/out/00,1,2024-04-27T16:47:01.959109,Output,1
380,D3039,productCount,-31342,2024-04-27T16:47:01.985448,Counting,1
409,X131,S10/in/07,0,2024-04-27T16:47:02.030008,Input,1
517,Y41,S10/out/01,1,2024-04-27T16:47:02.108753,Output,1
502,D100,Encoder Value,627,2024-04-27T16:47:02.204491,Encoder,1
518,Y42,S10/out/02,1,2024-04-27T16:47:02.226822,Output,1
503,D100,Encoder Value,703,2024-04-27T16:47:02.325665,Encoder,1
519,Y43,S10/out/03,1,2024-04-27T16:47:02.415855,Output,1
504,D100,Encoder Value,746,2024-04-27T16:47:02.449898,Encoder,1
520,Y40,S10/out/00,0,2024-04-27T16:47:02.543979,Output,1
521,Y41,S10/out/01,0,2024-04-27T16:47:02.569039,Output,1
505,D100,Encoder Value,828,2024-04-27T16:47:02.681718,Encoder,1
506,D100,Encoder Value,876,2024-04-27T16:47:02.816037,Encoder,1
522,Y42,S10/out/02,0,2024-04-27T16:47:02.925396,Output,1
507,D100,Encoder Value,936,2024-04-27T16:47:02.989027,Encoder,1
381,D3012,goodProductRaw,-32593,2024-04-27T16:47:03.056546,Counting,1
508,D100,Encoder Value,978,2024-04-27T16:47:03.111910,Encoder,1
523,Y43,S10/out/03,0,2024-04-27T16:47:03.144981,Output,1
382,D3150,ACT_BATCH_CNT,2630,2024-04-27T16:47:03.166827,Counting,1
410,X130,S10/in/06,1,2024-04-27T16:47:03.187120,Input,1
411,X131,S10/in/07,1,2024-04-27T16:47:03.205024,Input,1
509,D100,Encoder Value,21,2024-04-27T16:47:03.236741,Encoder,1
383,D3000,TOTAL_CNT_TR1,8561,2024-04-27T16:47:03.273115,Counting,1
510,D100,Encoder Value,59,2024-04-27T16:47:03.349129,Encoder,1
384,D3002,TOTAL_CNT_TR2,8555,2024-04-27T16:47:03.365271,Counting,1
385,D3004,TOTAL_CNT_TR3,8550,2024-04-27T16:47:03.375570,Counting,1
412,X110,S10/in/00,1,2024-04-27T16:47:03.399964,Input,1
386,D3006,TOTAL_CNT_TR4,8532,2024-04-27T16:47:03.472840,Counting,1
413,X111,S10/in/01,1,2024-04-27T16:47:03.493012,Input,1
524,Y251,S10/out/05,1,2024-04-27T16:47:03.528201,Output,1
525,Y253,S10/out/07,1,2024-04-27T16:47:03.542919,Output,1
387,D3020,GOOD_CNT_TR1,8271,2024-04-27T16:47:03.580244,Counting,1
511,D100,Encoder Value,94,2024-04-27T16:47:03.635847,Encoder,1
526,Y255,S10/out/09,1,2024-04-27T16:47:03.645524,Output,1
527,Y257,S10/out/11,1,2024-04-27T16:47:03.656757,Output,1
388,D3022,GOOD_CNT_TR2,8321,2024-04-27T16:47:03.687403,Counting,1
512,D100,Encoder Value,201,2024-04-27T16:47:03.751760,Encoder,1
389,D3024,GOOD_CNT_TR3,8154,2024-04-27T16:47:03.784395,Counting,1
513,D100,Encoder Value,238,2024-04-27T16:47:03.860328,Encoder,1
390,D3026,GOOD_CNT_TR4,8197,2024-04-27T16:47:03.882608,Counting,1
528,Y251,S10/out/05,0,2024-04-27T16:47:03.942022,Output,1
391,D3039,productCount,-31338,2024-04-27T16:47:03.974847,Counting,1
529,Y253,S10/out/07,0,2024-04-27T16:47:04.040381,Output,1
514,D100,Encoder Value,273,2024-04-27T16:47:04.072436,Encoder,1
414,X110,S10/in/00,0,2024-04-27T16:47:04.148416,Input,1
415,X111,S10/in/01,0,2024-04-27T16:47:04.260668,Input,1
530,Y255,S10/out/09,0,2024-04-27T16:47:04.286992,Output,1
515,D100,Encoder Value,364,2024-04-27T16:47:04.324584,Encoder,1
416,X130,S10/in/06,0,2024-04-27T16:47:04.397492,Input,1
531,Y257,S10/out/11,0,2024-04-27T16:47:04.434252,Output,1
516,D100,Encoder Value,456,2024-04-27T16:47:04.483856,Encoder,1
417,X131,S10/in/07,0,2024-04-27T16:47:04.609058,Input,1
517,D100,Encoder Value,536,2024-04-27T16:47:04.801652,Encoder,1
532,Y40,S10/out/00,1,2024-04-27T16:47:04.876608,Output,1
518,D100,Encoder Value,608,2024-04-27T16:47:04.926809,Encoder,1
418,X112,S10/in/02,1,2024-04-27T16:47:04.968823,Input,1
533,Y41,S10/out/01,1,2024-04-27T16:47:05.019405,Output,1
519,D100,Encoder Value,666,2024-04-27T16:47:05.094271,Encoder,1
419,X113,S10/in/03,1,2024-04-27T16:47:05.117055,Input,1
534,Y42,S10/out/02,1,2024-04-27T16:47:05.160884,Output,1
520,D100,Encoder Value,714,2024-04-27T16:47:05.233058,Encoder,1
420,X114,S10/in/04,1,2024-04-27T16:47:05.257365,Input,1
535,Y43,S10/out/03,1,2024-04-27T16:47:05.298840,Output,1
521,D100,Encoder Value,762,2024-04-27T16:47:05.370703,Encoder,1
536,Y40,S10/out/00,0,2024-04-27T16:47:05.428400,Output,1
421,X115,S10/in/05,1,2024-04-27T16:47:05.490171,Input,1
522,D100,Encoder Value,830,2024-04-27T16:47:05.648610,Encoder,1
537,Y41,S10/out/01,0,2024-04-27T16:47:05.694750,Output,1
538,Y42,S10/out/02,0,2024-04-27T16:47:05.718845,Output,1
422,X112,S10/in/02,0,2024-04-27T16:47:05.777050,Input,1
523,D100,Encoder Value,918,2024-04-27T16:47:05.810662,Encoder,1
392,D3012,goodProductRaw,-32589,2024-04-27T16:47:05.886414,Counting,1
423,X113,S10/in/03,0,2024-04-27T16:47:05.902042,Input,1
524,D100,Encoder Value,966,2024-04-27T16:47:05.952907,Encoder,1
539,Y43,S10/out/03,0,2024-04-27T16:47:05.981317,Output,1
393,D3150,ACT_BATCH_CNT,2634,2024-04-27T16:47:06.036721,Counting,1
424,X114,S10/in/04,0,2024-04-27T16:47:06.060337,Input,1
394,D3000,TOTAL_CNT_TR1,8562,2024-04-27T16:47:06.160172,Counting,1
425,X115,S10/in/05,0,2024-04-27T16:47:06.185909,Input,1
525,D100,Encoder Value,22,2024-04-27T16:47:06.240119,Encoder,1
540,Y251,S10/out/05,1,2024-04-27T16:47:06.273690,Output,1
395,D3002,TOTAL_CNT_TR2,8556,2024-04-27T16:47:06.339041,Counting,1
426,X110,S10/in/00,1,2024-04-27T16:47:06.361943,Input,1
526,D100,Encoder Value,122,2024-04-27T16:47:06.407059,Encoder,1
396,D3004,TOTAL_CNT_TR3,8551,2024-04-27T16:47:06.464945,Counting,1
427,X111,S10/in/01,1,2024-04-27T16:47:06.492220,Input,1
541,Y253,S10/out/07,1,2024-04-27T16:47:06.529058,Output,1
527,D100,Encoder Value,177,2024-04-27T16:47:06.563494,Encoder,1
397,D3006,TOTAL_CNT_TR4,8533,2024-04-27T16:47:06.611113,Counting,1
428,X130,S10/in/06,1,2024-04-27T16:47:06.645278,Input,1
542,Y255,S10/out/09,1,2024-04-27T16:47:06.680408,Output,1
543,Y257,S10/out/11,1,2024-04-27T16:47:06.701321,Output,1
528,D100,Encoder Value,240,2024-04-27T16:47:06.745202,Encoder,1
398,D3020,GOOD_CNT_TR1,8272,2024-04-27T16:47:06.786278,Counting,1
429,X131,S10/in/07,1,2024-04-27T16:47:06.820598,Input,1
529,D100,Encoder Value,289,2024-04-27T16:47:06.887096,Encoder,1
399,D3022,GOOD_CNT_TR2,8322,2024-04-27T16:47:06.907421,Counting,1
544,Y250,S10/out/04,1,2024-04-27T16:47:06.974581,Output,1
