No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
139,X115,S10/in/05,1,2024-04-27T16:45:56.110255,Input,1
169,Y252,S10/out/06,0,2024-04-27T16:45:56.194350,Output,1
165,D100,Encoder Value,693,2024-04-27T16:45:56.215911,Encoder,1
140,X112,S10/in/02,0,2024-04-27T16:45:56.263828,Input,1
170,Y254,S10/out/08,0,2024-04-27T16:45:56.354030,Output,1
171,Y256,S10/out/10,0,2024-04-27T16:45:56.444401,Output,1
141,X113,S10/in/03,0,2024-04-27T16:45:56.636632,Input,1
166,D100,Encoder Value,880,2024-04-27T16:45:56.716545,Encoder,1
142,X114,S10/in/04,0,2024-04-27T16:45:56.736279,Input,1
167,D100,Encoder Value,946,2024-04-27T16:45:56.829228,Encoder,1
143,X115,S10/in/05,0,2024-04-27T16:45:56.844058,Input,1
128,D3012,goodProductRaw,-32685,2024-04-27T16:45:56.917622,Counting,1
168,D100,Encoder Value,987,2024-04-27T16:45:56.952177,Encoder,1
172,Y251,S10/out/05,1,2024-04-27T16:45:56.988608,Output,1
129,D3150,ACT_BATCH_CNT,2538,2024-04-27T16:45:57.035543,Counting,1
169,D100,Encoder Value,30,2024-04-27T16:45:57.074804,Encoder,1
173,Y253,S10/out/07,1,2024-04-27T16:45:57.086033,Output,1
130,D3000,TOTAL_CNT_TR1,8538,2024-04-27T16:45:57.127760,Counting,1
144,X110,S10/in/00,1,2024-04-27T16:45:57.147228,Input,1
170,D100,Encoder Value,67,2024-04-27T16:45:57.181742,Encoder,1
131,D3002,TOTAL_CNT_TR2,8532,2024-04-27T16:45:57.224400,Counting,1
145,X111,S10/in/01,1,2024-04-27T16:45:57.248685,Input,1
174,Y255,S10/out/09,1,2024-04-27T16:45:57.273641,Output,1
171,D100,Encoder Value,109,2024-04-27T16:45:57.303672,Encoder,1
132,D3004,TOTAL_CNT_TR3,8527,2024-04-27T16:45:57.340097,Counting,1
146,X130,S10/in/06,1,2024-04-27T16:45:57.365183,Input,1
175,Y257,S10/out/11,1,2024-04-27T16:45:57.390933,Output,1
172,D100,Encoder Value,155,2024-04-27T16:45:57.434719,Encoder,1
133,D3006,TOTAL_CNT_TR4,8509,2024-04-27T16:45:57.472615,Counting,1
147,X131,S10/in/07,1,2024-04-27T16:45:57.507133,Input,1
173,D100,Encoder Value,210,2024-04-27T16:45:57.588451,Encoder,1
134,D3020,GOOD_CNT_TR1,8248,2024-04-27T16:45:57.613450,Counting,1
176,Y251,S10/out/05,0,2024-04-27T16:45:57.677983,Output,1
135,D3022,GOOD_CNT_TR2,8298,2024-04-27T16:45:57.741808,Counting,1
177,Y253,S10/out/07,0,2024-04-27T16:45:57.794840,Output,1
178,Y255,S10/out/09,0,2024-04-27T16:45:57.820853,Output,1
174,D100,Encoder Value,262,2024-04-27T16:45:57.882109,Encoder,1
136,D3024,GOOD_CNT_TR3,8131,2024-04-27T16:45:57.918413,Counting,1
137,D3026,GOOD_CNT_TR4,8174,2024-04-27T16:45:57.968391,Counting,1
179,Y257,S10/out/11,0,2024-04-27T16:45:58.026770,Output,1
175,D100,Encoder Value,390,2024-04-27T16:45:58.106897,Encoder,1
138,D3039,productCount,-31430,2024-04-27T16:45:58.137230,Counting,1
148,X110,S10/in/00,0,2024-04-27T16:45:58.185223,Input,1
176,D100,Encoder Value,462,2024-04-27T16:45:58.313879,Encoder,1
149,X111,S10/in/01,0,2024-04-27T16:45:58.339353,Input,1
180,Y250,S10/out/04,1,2024-04-27T16:45:58.400298,Output,1
177,D100,Encoder Value,518,2024-04-27T16:45:58.475593,Encoder,1
181,Y252,S10/out/06,1,2024-04-27T16:45:58.512422,Output,1
150,X130,S10/in/06,0,2024-04-27T16:45:58.595058,Input,1
178,D100,Encoder Value,571,2024-04-27T16:45:58.628610,Encoder,1
182,Y254,S10/out/08,1,2024-04-27T16:45:58.663903,Output,1
151,X131,S10/in/07,0,2024-04-27T16:45:58.731327,Input,1
179,D100,Encoder Value,619,2024-04-27T16:45:58.770472,Encoder,1
183,Y256,S10/out/10,1,2024-04-27T16:45:58.790483,Output,1
184,Y250,S10/out/04,0,2024-04-27T16:45:58.901369,Output,1
180,D100,Encoder Value,660,2024-04-27T16:45:58.999148,Encoder,1
185,Y252,S10/out/06,0,2024-04-27T16:45:59.032935,Output,1
186,Y254,S10/out/08,0,2024-04-27T16:45:59.267457,Output,1
187,Y256,S10/out/10,0,2024-04-27T16:45:59.337582,Output,1
181,D100,Encoder Value,855,2024-04-27T16:45:59.527032,Encoder,1
182,D100,Encoder Value,927,2024-04-27T16:45:59.735354,Encoder,1
188,Y251,S10/out/05,1,2024-04-27T16:45:59.767193,Output,1
183,D100,Encoder Value,11,2024-04-27T16:45:59.893688,Encoder,1
189,Y253,S10/out/07,1,2024-04-27T16:45:59.921257,Output,1
139,D3012,goodProductRaw,-32681,2024-04-27T16:45:59.977709,Counting,1
152,X110,S10/in/00,1,2024-04-27T16:46:00.184634,Input,1
190,Y255,S10/out/09,1,2024-04-27T16:46:00.260279,Output,1
191,Y257,S10/out/11,1,2024-04-27T16:46:00.304802,Output,1
140,D3150,ACT_BATCH_CNT,2542,2024-04-27T16:46:00.449417,Counting,1
153,X111,S10/in/01,1,2024-04-27T16:46:00.485859,Input,1
184,D100,Encoder Value,137,2024-04-27T16:46:00.619623,Encoder,1
192,Y250,S10/out/04,1,2024-04-27T16:46:00.658399,Output,1
193,Y251,S10/out/05,0,2024-04-27T16:46:00.702446,Output,1
194,Y252,S10/out/06,1,2024-04-27T16:46:00.778721,Output,1
141,D3000,TOTAL_CNT_TR1,8539,2024-04-27T16:46:00.880581,Counting,1
154,X130,S10/in/06,1,2024-04-27T16:46:00.906421,Input,1
195,Y253,S10/out/07,0,2024-04-27T16:46:00.922908,Output,1
185,D100,Encoder Value,354,2024-04-27T16:46:00.980614,Encoder,1
142,D3002,TOTAL_CNT_TR2,8533,2024-04-27T16:46:00.993225,Counting,1
155,X131,S10/in/07,1,2024-04-27T16:46:01.013747,Input,1
196,Y254,S10/out/08,1,2024-04-27T16:46:01.030613,Output,1
186,D100,Encoder Value,430,2024-04-27T16:46:01.096395,Encoder,1
156,X110,S10/in/00,0,2024-04-27T16:46:01.122777,Input,1
143,D3004,TOTAL_CNT_TR3,8528,2024-04-27T16:46:01.175855,Counting,1
197,Y255,S10/out/09,0,2024-04-27T16:46:01.204352,Output,1
157,X111,S10/in/01,0,2024-04-27T16:46:01.219412,Input,1
144,D3006,TOTAL_CNT_TR4,8510,2024-04-27T16:46:01.283718,Counting,1
187,D100,Encoder Value,464,2024-04-27T16:46:01.301770,Encoder,1
198,Y256,S10/out/10,1,2024-04-27T16:46:01.322430,Output,1
199,Y257,S10/out/11,0,2024-04-27T16:46:01.349952,Output,1
145,D3020,GOOD_CNT_TR1,8249,2024-04-27T16:46:01.417347,Counting,1
146,D3022,GOOD_CNT_TR2,8299,2024-04-27T16:46:01.445890,Counting,1
158,X130,S10/in/06,0,2024-04-27T16:46:01.504856,Input,1
200,Y40,S10/out/00,1,2024-04-27T16:46:01.555909,Output,1
201,Y41,S10/out/01,1,2024-04-27T16:46:01.579430,Output,1
147,D3024,GOOD_CNT_TR3,8132,2024-04-27T16:46:01.675752,Counting,1
159,X131,S10/in/07,0,2024-04-27T16:46:01.716059,Input,1
202,Y42,S10/out/02,1,2024-04-27T16:46:01.757541,Output,1
188,D100,Encoder Value,629,2024-04-27T16:46:01.809124,Encoder,1
148,D3026,GOOD_CNT_TR4,8175,2024-04-27T16:46:01.834132,Counting,1
203,Y43,S10/out/03,1,2024-04-27T16:46:01.899329,Output,1
149,D3039,productCount,-31426,2024-04-27T16:46:01.941244,Counting,1
204,Y250,S10/out/04,0,2024-04-27T16:46:01.998008,Output,1
189,D100,Encoder Value,721,2024-04-27T16:46:02.041305,Encoder,1
205,Y252,S10/out/06,0,2024-04-27T16:46:02.117190,Output,1
190,D100,Encoder Value,799,2024-04-27T16:46:02.157644,Encoder,1
206,Y254,S10/out/08,0,2024-04-27T16:46:02.294576,Output,1
191,D100,Encoder Value,868,2024-04-27T16:46:02.356170,Encoder,1
207,Y256,S10/out/10,0,2024-04-27T16:46:02.402996,Output,1
192,D100,Encoder Value,910,2024-04-27T16:46:02.549453,Encoder,1
208,Y40,S10/out/00,0,2024-04-27T16:46:02.605799,Output,1
150,D3012,goodProductRaw,-32677,2024-04-27T16:46:02.653049,Counting,1
160,X110,S10/in/00,1,2024-04-27T16:46:02.689098,Input,1
209,Y41,S10/out/01,0,2024-04-27T16:46:02.719365,Output,1
193,D100,Encoder Value,8,2024-04-27T16:46:02.769499,Encoder,1
161,X111,S10/in/01,1,2024-04-27T16:46:02.802379,Input,1
210,Y42,S10/out/02,0,2024-04-27T16:46:02.832661,Output,1
211,Y43,S10/out/03,0,2024-04-27T16:46:02.858699,Output,1
151,D3150,ACT_BATCH_CNT,2546,2024-04-27T16:46:02.893867,Counting,1
194,D100,Encoder Value,59,2024-04-27T16:46:02.922893,Encoder,1
162,X130,S10/in/06,1,2024-04-27T16:46:02.954267,Input,1
152,D3000,TOTAL_CNT_TR1,8540,2024-04-27T16:46:03.011411,Counting,1
195,D100,Encoder Value,96,2024-04-27T16:46:03.028360,Encoder,1
163,X131,S10/in/07,1,2024-04-27T16:46:03.046287,Input,1
212,Y251,S10/out/05,1,2024-04-27T16:46:03.077088,Output,1
213,Y253,S10/out/07,1,2024-04-27T16:46:03.089246,Output,1
153,D3002,TOTAL_CNT_TR2,8534,2024-04-27T16:46:03.104247,Counting,1
196,D100,Encoder Value,134,2024-04-27T16:46:03.137470,Encoder,1
214,Y255,S10/out/09,1,2024-04-27T16:46:03.190569,Output,1
154,D3004,TOTAL_CNT_TR3,8529,2024-04-27T16:46:03.201770,Counting,1
197,D100,Encoder Value,173,2024-04-27T16:46:03.244887,Encoder,1
215,Y257,S10/out/11,1,2024-04-27T16:46:03.288627,Output,1
155,D3006,TOTAL_CNT_TR4,8511,2024-04-27T16:46:03.303769,Counting,1
156,D3020,GOOD_CNT_TR1,8250,2024-04-27T16:46:03.315046,Counting,1
198,D100,Encoder Value,218,2024-04-27T16:46:03.377562,Encoder,1
157,D3022,GOOD_CNT_TR2,8300,2024-04-27T16:46:03.439643,Counting,1
199,D100,Encoder Value,261,2024-04-27T16:46:03.501192,Encoder,1
216,Y251,S10/out/05,0,2024-04-27T16:46:03.533201,Output,1
158,D3024,GOOD_CNT_TR3,8133,2024-04-27T16:46:03.567339,Counting,1
217,Y253,S10/out/07,0,2024-04-27T16:46:03.646625,Output,1
159,D3026,GOOD_CNT_TR4,8176,2024-04-27T16:46:03.670182,Counting,1
160,D3039,productCount,-31422,2024-04-27T16:46:03.692231,Counting,1
164,X110,S10/in/00,0,2024-04-27T16:46:03.731917,Input,1
165,X111,S10/in/01,0,2024-04-27T16:46:03.755495,Input,1
200,D100,Encoder Value,307,2024-04-27T16:46:03.788036,Encoder,1
218,Y255,S10/out/09,0,2024-04-27T16:46:03.821162,Output,1
166,X130,S10/in/06,0,2024-04-27T16:46:03.882685,Input,1
201,D100,Encoder Value,408,2024-04-27T16:46:03.918292,Encoder,1
219,Y257,S10/out/11,0,2024-04-27T16:46:03.931846,Output,1
167,X131,S10/in/07,0,2024-04-27T16:46:04.005490,Input,1
202,D100,Encoder Value,456,2024-04-27T16:46:04.141307,Encoder,1
203,D100,Encoder Value,526,2024-04-27T16:46:04.262540,Encoder,1
204,D100,Encoder Value,567,2024-04-27T16:46:04.380809,Encoder,1
220,Y40,S10/out/00,1,2024-04-27T16:46:04.461168,Output,1
205,D100,Encoder Value,606,2024-04-27T16:46:04.494750,Encoder,1
168,X112,S10/in/02,1,2024-04-27T16:46:04.535823,Input,1
221,Y41,S10/out/01,1,2024-04-27T16:46:04.583262,Output,1
206,D100,Encoder Value,657,2024-04-27T16:46:04.641350,Encoder,1
169,X113,S10/in/03,1,2024-04-27T16:46:04.672491,Input,1
222,Y42,S10/out/02,1,2024-04-27T16:46:04.715083,Output,1
207,D100,Encoder Value,701,2024-04-27T16:46:04.769358,Encoder,1
170,X114,S10/in/04,1,2024-04-27T16:46:04.804777,Input,1
223,Y43,S10/out/03,1,2024-04-27T16:46:04.846946,Output,1
171,X115,S10/in/05,1,2024-04-27T16:46:04.907528,Input,1
208,D100,Encoder Value,749,2024-04-27T16:46:04.997054,Encoder,1
224,Y40,S10/out/00,0,2024-04-27T16:46:05.039012,Output,1
172,X112,S10/in/02,0,2024-04-27T16:46:05.100566,Input,1
225,Y41,S10/out/01,0,2024-04-27T16:46:05.128023,Output,1
209,D100,Encoder Value,818,2024-04-27T16:46:05.179395,Encoder,1
173,X113,S10/in/03,0,2024-04-27T16:46:05.191538,Input,1
226,Y42,S10/out/02,0,2024-04-27T16:46:05.228208,Output,1
174,X114,S10/in/04,0,2024-04-27T16:46:05.313527,Input,1
227,Y43,S10/out/03,0,2024-04-27T16:46:05.367460,Output,1
210,D100,Encoder Value,893,2024-04-27T16:46:05.442642,Encoder,1
175,X115,S10/in/05,0,2024-04-27T16:46:05.475146,Input,1
228,Y251,S10/out/05,1,2024-04-27T16:46:05.575627,Output,1
161,D3012,goodProductRaw,-32673,2024-04-27T16:46:05.625976,Counting,1
211,D100,Encoder Value,13,2024-04-27T16:46:05.664507,Encoder,1
229,Y253,S10/out/07,1,2024-04-27T16:46:05.731662,Output,1
162,D3150,ACT_BATCH_CNT,2550,2024-04-27T16:46:05.788746,Counting,1
176,X110,S10/in/00,1,2024-04-27T16:46:05.828645,Input,1
177,X111,S10/in/01,1,2024-04-27T16:46:05.854758,Input,1
230,Y255,S10/out/09,1,2024-04-27T16:46:05.898536,Output,1
163,D3000,TOTAL_CNT_TR1,8541,2024-04-27T16:46:05.939789,Counting,1
178,X130,S10/in/06,1,2024-04-27T16:46:05.984586,Input,1
231,Y257,S10/out/11,1,2024-04-27T16:46:06.030132,Output,1
164,D3002,TOTAL_CNT_TR2,8535,2024-04-27T16:46:06.071652,Counting,1
212,D100,Encoder Value,119,2024-04-27T16:46:06.096330,Encoder,1
179,X131,S10/in/07,1,2024-04-27T16:46:06.131963,Input,1
232,Y251,S10/out/05,0,2024-04-27T16:46:06.192526,Output,1
165,D3004,TOTAL_CNT_TR3,8530,2024-04-27T16:46:06.227469,Counting,1
166,D3006,TOTAL_CNT_TR4,8512,2024-04-27T16:46:06.289077,Counting,1
233,Y253,S10/out/07,0,2024-04-27T16:46:06.394185,Output,1
213,D100,Encoder Value,283,2024-04-27T16:46:06.444316,Encoder,1
234,Y255,S10/out/09,0,2024-04-27T16:46:06.522373,Output,1
167,D3020,GOOD_CNT_TR1,8251,2024-04-27T16:46:06.553813,Counting,1
214,D100,Encoder Value,333,2024-04-27T16:46:06.588401,Encoder,1
180,X110,S10/in/00,0,2024-04-27T16:46:06.614410,Input,1
181,X111,S10/in/01,0,2024-04-27T16:46:06.636558,Input,1
235,Y257,S10/out/11,0,2024-04-27T16:46:06.690043,Output,1
168,D3022,GOOD_CNT_TR2,8301,2024-04-27T16:46:06.730664,Counting,1
169,D3024,GOOD_CNT_TR3,8134,2024-04-27T16:46:06.760897,Counting,1
215,D100,Encoder Value,408,2024-04-27T16:46:06.795383,Encoder,1
182,X130,S10/in/06,0,2024-04-27T16:46:06.838980,Input,1
236,Y250,S10/out/04,1,2024-04-27T16:46:06.898332,Output,1
170,D3026,GOOD_CNT_TR4,8177,2024-04-27T16:46:06.932311,Counting,1
183,X131,S10/in/07,0,2024-04-27T16:46:06.972626,Input,1
237,Y252,S10/out/06,1,2024-04-27T16:46:07.029336,Output,1
171,D3039,productCount,-31418,2024-04-27T16:46:07.055483,Counting,1
216,D100,Encoder Value,468,2024-04-27T16:46:07.097664,Encoder,1
217,D100,Encoder Value,560,2024-04-27T16:46:07.238130,Encoder,1
238,Y254,S10/out/08,1,2024-04-27T16:46:07.303367,Output,1
184,X112,S10/in/02,1,2024-04-27T16:46:07.392297,Input,1
239,Y256,S10/out/10,1,2024-04-27T16:46:07.433541,Output,1
218,D100,Encoder Value,666,2024-04-27T16:46:07.546657,Encoder,1
185,X113,S10/in/03,1,2024-04-27T16:46:07.792398,Input,1
240,Y250,S10/out/04,0,2024-04-27T16:46:07.856189,Output,1
241,Y252,S10/out/06,0,2024-04-27T16:46:07.892201,Output,1
219,D100,Encoder Value,816,2024-04-27T16:46:07.973021,Encoder,1
242,Y254,S10/out/08,0,2024-04-27T16:46:08.046519,Output,1
186,X114,S10/in/04,1,2024-04-27T16:46:08.082495,Input,1
187,X115,S10/in/05,1,2024-04-27T16:46:08.097014,Input,1
243,Y256,S10/out/10,0,2024-04-27T16:46:08.147975,Output,1
220,D100,Encoder Value,892,2024-04-27T16:46:08.275195,Encoder,1
188,X112,S10/in/02,0,2024-04-27T16:46:08.290572,Input,1
189,X113,S10/in/03,0,2024-04-27T16:46:08.315653,Input,1
190,X114,S10/in/04,0,2024-04-27T16:46:08.337661,Input,1
191,X115,S10/in/05,0,2024-04-27T16:46:08.364187,Input,1
221,D100,Encoder Value,976,2024-04-27T16:46:08.435023,Encoder,1
172,D3012,goodProductRaw,-32669,2024-04-27T16:46:08.467092,Counting,1
244,Y251,S10/out/05,1,2024-04-27T16:46:08.487829,Output,1
192,X110,S10/in/00,1,2024-04-27T16:46:08.560932,Input,1
245,Y253,S10/out/07,1,2024-04-27T16:46:08.568875,Output,1
222,D100,Encoder Value,12,2024-04-27T16:46:08.629359,Encoder,1
173,D3150,ACT_BATCH_CNT,2554,2024-04-27T16:46:08.659826,Counting,1
174,D3000,TOTAL_CNT_TR1,8542,2024-04-27T16:46:08.687686,Counting,1
246,Y255,S10/out/09,1,2024-04-27T16:46:08.725729,Output,1
223,D100,Encoder Value,99,2024-04-27T16:46:08.795158,Encoder,1
193,X111,S10/in/01,1,2024-04-27T16:46:08.823222,Input,1
175,D3002,TOTAL_CNT_TR2,8536,2024-04-27T16:46:08.867032,Counting,1
247,Y257,S10/out/11,1,2024-04-27T16:46:08.916605,Output,1
224,D100,Encoder Value,180,2024-04-27T16:46:09.023377,Encoder,1
176,D3004,TOTAL_CNT_TR3,8531,2024-04-27T16:46:09.048997,Counting,1
177,D3006,TOTAL_CNT_TR4,8513,2024-04-27T16:46:09.075421,Counting,1
194,X130,S10/in/06,1,2024-04-27T16:46:09.171911,Input,1
225,D100,Encoder Value,242,2024-04-27T16:46:09.187470,Encoder,1
178,D3020,GOOD_CNT_TR1,8252,2024-04-27T16:46:09.228132,Counting,1
179,D3022,GOOD_CNT_TR2,8302,2024-04-27T16:46:09.260406,Counting,1
195,X131,S10/in/07,1,2024-04-27T16:46:09.329424,Input,1
226,D100,Encoder Value,301,2024-04-27T16:46:09.374861,Encoder,1
180,D3024,GOOD_CNT_TR3,8135,2024-04-27T16:46:09.404242,Counting,1
248,Y251,S10/out/05,0,2024-04-27T16:46:09.491434,Output,1
181,D3026,GOOD_CNT_TR4,8178,2024-04-27T16:46:09.521568,Counting,1
196,X110,S10/in/00,0,2024-04-27T16:46:09.593293,Input,1
227,D100,Encoder Value,354,2024-04-27T16:46:09.643950,Encoder,1
182,D3039,productCount,-31414,2024-04-27T16:46:09.683355,Counting,1
197,X111,S10/in/01,0,2024-04-27T16:46:09.765781,Input,1
249,Y253,S10/out/07,0,2024-04-27T16:46:09.790847,Output,1
228,D100,Encoder Value,475,2024-04-27T16:46:09.871810,Encoder,1
198,X130,S10/in/06,0,2024-04-27T16:46:10.033919,Input,1
250,Y255,S10/out/09,0,2024-04-27T16:46:10.065549,Output,1
229,D100,Encoder Value,570,2024-04-27T16:46:10.145222,Encoder,1
199,X131,S10/in/07,0,2024-04-27T16:46:10.217010,Input,1
251,Y257,S10/out/11,0,2024-04-27T16:46:10.346004,Output,1
230,D100,Encoder Value,688,2024-04-27T16:46:10.488323,Encoder,1
231,D100,Encoder Value,736,2024-04-27T16:46:10.626341,Encoder,1
232,D100,Encoder Value,776,2024-04-27T16:46:10.820094,Encoder,1
233,D100,Encoder Value,844,2024-04-27T16:46:11.013154,Encoder,1
234,D100,Encoder Value,911,2024-04-27T16:46:11.117751,Encoder,1
252,Y251,S10/out/05,1,2024-04-27T16:46:11.333819,Output,1
183,D3012,goodProductRaw,-32665,2024-04-27T16:46:11.454136,Counting,1
235,D100,Encoder Value,948,2024-04-27T16:46:11.523443,Encoder,1
253,Y253,S10/out/07,1,2024-04-27T16:46:11.549659,Output,1
184,D3150,ACT_BATCH_CNT,2558,2024-04-27T16:46:11.567318,Counting,1
200,X110,S10/in/00,1,2024-04-27T16:46:11.584971,Input,1
201,X111,S10/in/01,1,2024-04-27T16:46:11.624691,Input,1
236,D100,Encoder Value,115,2024-04-27T16:46:11.716279,Encoder,1
254,Y255,S10/out/09,1,2024-04-27T16:46:11.737562,Output,1
185,D3000,TOTAL_CNT_TR1,8543,2024-04-27T16:46:11.760861,Counting,1
202,X130,S10/in/06,1,2024-04-27T16:46:11.796656,Input,1
255,Y257,S10/out/11,1,2024-04-27T16:46:11.868803,Output,1
186,D3002,TOTAL_CNT_TR2,8537,2024-04-27T16:46:11.886718,Counting,1
203,X131,S10/in/07,1,2024-04-27T16:46:11.921523,Input,1
237,D100,Encoder Value,170,2024-04-27T16:46:11.997510,Encoder,1
256,Y251,S10/out/05,0,2024-04-27T16:46:12.026712,Output,1
257,Y253,S10/out/07,0,2024-04-27T16:46:12.046232,Output,1
238,D100,Encoder Value,265,2024-04-27T16:46:12.145047,Encoder,1
258,Y255,S10/out/09,0,2024-04-27T16:46:12.171382,Output,1
187,D3004,TOTAL_CNT_TR3,8532,2024-04-27T16:46:12.258687,Counting,1
239,D100,Encoder Value,313,2024-04-27T16:46:12.282858,Encoder,1
259,Y257,S10/out/11,0,2024-04-27T16:46:12.306378,Output,1
188,D3006,TOTAL_CNT_TR4,8514,2024-04-27T16:46:12.376105,Counting,1
260,Y250,S10/out/04,1,2024-04-27T16:46:12.422342,Output,1
189,D3020,GOOD_CNT_TR1,8253,2024-04-27T16:46:12.479426,Counting,1
240,D100,Encoder Value,360,2024-04-27T16:46:12.504702,Encoder,1
204,X110,S10/in/00,0,2024-04-27T16:46:12.519462,Input,1
205,X111,S10/in/01,0,2024-04-27T16:46:12.547033,Input,1
190,D3022,GOOD_CNT_TR2,8303,2024-04-27T16:46:12.641224,Counting,1
241,D100,Encoder Value,459,2024-04-27T16:46:12.695800,Encoder,1
206,X130,S10/in/06,0,2024-04-27T16:46:12.715158,Input,1
191,D3024,GOOD_CNT_TR3,8136,2024-04-27T16:46:12.783380,Counting,1
261,Y252,S10/out/06,1,2024-04-27T16:46:12.808878,Output,1
242,D100,Encoder Value,519,2024-04-27T16:46:12.873618,Encoder,1
192,D3026,GOOD_CNT_TR4,8179,2024-04-27T16:46:12.940740,Counting,1
207,X131,S10/in/07,0,2024-04-27T16:46:12.981134,Input,1
243,D100,Encoder Value,571,2024-04-27T16:46:13.021157,Encoder,1
193,D3039,productCount,-31410,2024-04-27T16:46:13.083257,Counting,1
262,Y254,S10/out/08,1,2024-04-27T16:46:13.105510,Output,1
263,Y256,S10/out/10,1,2024-04-27T16:46:13.211252,Output,1
208,X112,S10/in/02,1,2024-04-27T16:46:13.306731,Input,1
244,D100,Encoder Value,621,2024-04-27T16:46:13.343557,Encoder,1
209,X113,S10/in/03,1,2024-04-27T16:46:13.460513,Input,1
245,D100,Encoder Value,769,2024-04-27T16:46:13.596419,Encoder,1
210,X112,S10/in/02,0,2024-04-27T16:46:13.693877,Input,1
264,Y250,S10/out/04,0,2024-04-27T16:46:13.782772,Output,1
211,X113,S10/in/03,0,2024-04-27T16:46:13.836850,Input,1
246,D100,Encoder Value,821,2024-04-27T16:46:13.930704,Encoder,1
265,Y252,S10/out/06,0,2024-04-27T16:46:14.014489,Output,1
266,Y254,S10/out/08,0,2024-04-27T16:46:14.140019,Output,1
267,Y256,S10/out/10,0,2024-04-27T16:46:14.159020,Output,1
247,D100,Encoder Value,949,2024-04-27T16:46:14.215243,Encoder,1
194,D3012,goodProductRaw,-32661,2024-04-27T16:46:14.245790,Counting,1
212,X110,S10/in/00,1,2024-04-27T16:46:14.286860,Input,1
248,D100,Encoder Value,34,2024-04-27T16:46:14.353015,Encoder,1
195,D3150,ACT_BATCH_CNT,2562,2024-04-27T16:46:14.370882,Counting,1
196,D3000,TOTAL_CNT_TR1,8544,2024-04-27T16:46:14.394438,Counting,1
213,X111,S10/in/01,1,2024-04-27T16:46:14.424478,Input,1
249,D100,Encoder Value,81,2024-04-27T16:46:14.491150,Encoder,1
197,D3002,TOTAL_CNT_TR2,8538,2024-04-27T16:46:14.502034,Counting,1
268,Y251,S10/out/05,1,2024-04-27T16:46:14.512397,Output,1
214,X130,S10/in/06,1,2024-04-27T16:46:14.531701,Input,1
198,D3004,TOTAL_CNT_TR3,8533,2024-04-27T16:46:14.618130,Counting,1
269,Y253,S10/out/07,1,2024-04-27T16:46:14.635158,Output,1
270,Y255,S10/out/09,1,2024-04-27T16:46:14.652576,Output,1
250,D100,Encoder Value,125,2024-04-27T16:46:14.740094,Encoder,1
199,D3006,TOTAL_CNT_TR4,8515,2024-04-27T16:46:14.759032,Counting,1
215,X131,S10/in/07,1,2024-04-27T16:46:14.789504,Input,1
271,Y257,S10/out/11,1,2024-04-27T16:46:14.913369,Output,1
200,D3020,GOOD_CNT_TR1,8254,2024-04-27T16:46:14.991990,Counting,1
251,D100,Encoder Value,256,2024-04-27T16:46:15.075080,Encoder,1
201,D3022,GOOD_CNT_TR2,8304,2024-04-27T16:46:15.089752,Counting,1
202,D3024,GOOD_CNT_TR3,8137,2024-04-27T16:46:15.104237,Counting,1
272,Y251,S10/out/05,0,2024-04-27T16:46:15.135774,Output,1
252,D100,Encoder Value,334,2024-04-27T16:46:15.212907,Encoder,1
203,D3026,GOOD_CNT_TR4,8180,2024-04-27T16:46:15.231787,Counting,1
216,X110,S10/in/00,0,2024-04-27T16:46:15.248808,Input,1
273,Y253,S10/out/07,0,2024-04-27T16:46:15.266336,Output,1
253,D100,Encoder Value,380,2024-04-27T16:46:15.345758,Encoder,1
217,X111,S10/in/01,0,2024-04-27T16:46:15.373392,Input,1
274,Y255,S10/out/09,0,2024-04-27T16:46:15.425485,Output,1
204,D3039,productCount,-31406,2024-04-27T16:46:15.493280,Counting,1
254,D100,Encoder Value,439,2024-04-27T16:46:15.512942,Encoder,1
275,Y257,S10/out/11,0,2024-04-27T16:46:15.533600,Output,1
218,X130,S10/in/06,0,2024-04-27T16:46:15.615837,Input,1
255,D100,Encoder Value,482,2024-04-27T16:46:15.641391,Encoder,1
219,X131,S10/in/07,0,2024-04-27T16:46:15.741183,Input,1
276,Y40,S10/out/00,1,2024-04-27T16:46:15.930395,Output,1
256,D100,Encoder Value,560,2024-04-27T16:46:15.960847,Encoder,1
277,Y41,S10/out/01,1,2024-04-27T16:46:16.054208,Output,1
220,X112,S10/in/02,1,2024-04-27T16:46:16.066218,Input,1
257,D100,Encoder Value,636,2024-04-27T16:46:16.089220,Encoder,1
278,Y42,S10/out/02,1,2024-04-27T16:46:16.162665,Output,1
221,X113,S10/in/03,1,2024-04-27T16:46:16.178196,Input,1
279,Y43,S10/out/03,1,2024-04-27T16:46:16.270864,Output,1
222,X114,S10/in/04,1,2024-04-27T16:46:16.285691,Input,1
223,X115,S10/in/05,1,2024-04-27T16:46:16.303217,Input,1
258,D100,Encoder Value,681,2024-04-27T16:46:16.328195,Encoder,1
280,Y40,S10/out/00,0,2024-04-27T16:46:16.402094,Output,1
224,X112,S10/in/02,0,2024-04-27T16:46:16.422813,Input,1
259,D100,Encoder Value,760,2024-04-27T16:46:16.443345,Encoder,1
281,Y41,S10/out/01,0,2024-04-27T16:46:16.511191,Output,1
225,X113,S10/in/03,0,2024-04-27T16:46:16.520713,Input,1
