No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
170,Y230,S4/out/18,0,2024-04-27T16:37:53.961082,Output,1
171,Y232,S4/out/20,0,2024-04-27T16:37:54.074741,Output,1
153,D100,Encoder Value,563,2024-04-27T16:37:54.102681,Encoder,1
154,D100,Encoder Value,645,2024-04-27T16:37:54.241428,Encoder,1
155,D100,Encoder Value,687,2024-04-27T16:37:54.360664,Encoder,1
156,D100,Encoder Value,727,2024-04-27T16:37:54.475826,Encoder,1
157,D100,Encoder Value,767,2024-04-27T16:37:54.590223,Encoder,1
172,Y222,S4/out/12,1,2024-04-27T16:37:54.644817,Output,1
158,D100,Encoder Value,814,2024-04-27T16:37:54.720533,Encoder,1
159,D100,Encoder Value,854,2024-04-27T16:37:54.834610,Encoder,1
173,Y234,S4/out/22,1,2024-04-27T16:37:54.866034,Output,1
160,D100,Encoder Value,922,2024-04-27T16:37:55.029814,Encoder,1
174,Y222,S4/out/12,0,2024-04-27T16:37:55.134644,Output,1
117,D3012,goodProductRaw,32351,2024-04-27T16:37:55.172479,Counting,1
27,X55,S4/in/00,1,2024-04-27T16:37:55.233123,Input,1
161,D100,Encoder Value,961,2024-04-27T16:37:55.252524,Encoder,1
118,D3150,ACT_BATCH_CNT,2038,2024-04-27T16:37:55.286342,Counting,1
162,D100,Encoder Value,40,2024-04-27T16:37:55.375930,Encoder,1
119,D3000,TOTAL_CNT_TR1,8413,2024-04-27T16:37:55.402745,Counting,1
175,Y234,S4/out/22,0,2024-04-27T16:37:55.475122,Output,1
163,D100,Encoder Value,84,2024-04-27T16:37:55.504472,Encoder,1
120,D3002,TOTAL_CNT_TR2,8407,2024-04-27T16:37:55.530968,Counting,1
164,D100,Encoder Value,129,2024-04-27T16:37:55.633822,Encoder,1
176,Y224,S4/out/14,1,2024-04-27T16:37:55.706501,Output,1
121,D3004,TOTAL_CNT_TR3,8402,2024-04-27T16:37:55.743270,Counting,1
165,D100,Encoder Value,180,2024-04-27T16:37:55.776850,Encoder,1
177,Y226,S4/out/16,1,2024-04-27T16:37:55.841000,Output,1
122,D3006,TOTAL_CNT_TR4,8384,2024-04-27T16:37:55.870886,Counting,1
123,D3020,GOOD_CNT_TR1,8123,2024-04-27T16:37:55.895904,Counting,1
166,D100,Encoder Value,233,2024-04-27T16:37:55.930074,Encoder,1
28,X55,S4/in/00,0,2024-04-27T16:37:55.985823,Input,1
124,D3022,GOOD_CNT_TR2,8173,2024-04-27T16:37:56.034717,Counting,1
167,D100,Encoder Value,285,2024-04-27T16:37:56.082204,Encoder,1
178,Y230,S4/out/18,1,2024-04-27T16:37:56.123000,Output,1
125,D3024,GOOD_CNT_TR3,8006,2024-04-27T16:37:56.192373,Counting,1
179,Y232,S4/out/20,1,2024-04-27T16:37:56.270791,Output,1
126,D3026,GOOD_CNT_TR4,8049,2024-04-27T16:37:56.324298,Counting,1
127,D3039,productCount,-31930,2024-04-27T16:37:56.436745,Counting,1
168,D100,Encoder Value,388,2024-04-27T16:37:56.470659,Encoder,1
180,Y224,S4/out/14,0,2024-04-27T16:37:56.515979,Output,1
169,D100,Encoder Value,471,2024-04-27T16:37:56.608774,Encoder,1
181,Y226,S4/out/16,0,2024-04-27T16:37:56.637289,Output,1
170,D100,Encoder Value,514,2024-04-27T16:37:56.737047,Encoder,1
182,Y230,S4/out/18,0,2024-04-27T16:37:56.760532,Output,1
171,D100,Encoder Value,557,2024-04-27T16:37:56.852726,Encoder,1
183,Y232,S4/out/20,0,2024-04-27T16:37:56.941467,Output,1
172,D100,Encoder Value,599,2024-04-27T16:37:56.983767,Encoder,1
173,D100,Encoder Value,639,2024-04-27T16:37:57.102183,Encoder,1
174,D100,Encoder Value,681,2024-04-27T16:37:57.220753,Encoder,1
175,D100,Encoder Value,720,2024-04-27T16:37:57.335603,Encoder,1
176,D100,Encoder Value,760,2024-04-27T16:37:57.449845,Encoder,1
184,Y222,S4/out/12,1,2024-04-27T16:37:57.492294,Output,1
177,D100,Encoder Value,810,2024-04-27T16:37:57.589126,Encoder,1
178,D100,Encoder Value,851,2024-04-27T16:37:57.703177,Encoder,1
185,Y234,S4/out/22,1,2024-04-27T16:37:57.731013,Output,1
179,D100,Encoder Value,904,2024-04-27T16:37:57.856764,Encoder,1
29,X55,S4/in/00,1,2024-04-27T16:37:57.893439,Input,1
128,D3012,goodProductRaw,32355,2024-04-27T16:37:58.053419,Counting,1
180,D100,Encoder Value,956,2024-04-27T16:37:58.108783,Encoder,1
129,D3150,ACT_BATCH_CNT,2042,2024-04-27T16:37:58.192280,Counting,1
186,Y222,S4/out/12,0,2024-04-27T16:37:58.237406,Output,1
181,D100,Encoder Value,52,2024-04-27T16:37:58.276950,Encoder,1
130,D3000,TOTAL_CNT_TR1,8414,2024-04-27T16:37:58.343849,Counting,1
187,Y224,S4/out/14,1,2024-04-27T16:37:58.389724,Output,1
182,D100,Encoder Value,102,2024-04-27T16:37:58.430949,Encoder,1
131,D3002,TOTAL_CNT_TR2,8408,2024-04-27T16:37:58.532086,Counting,1
188,Y226,S4/out/16,1,2024-04-27T16:37:58.593355,Output,1
183,D100,Encoder Value,176,2024-04-27T16:37:58.643995,Encoder,1
132,D3004,TOTAL_CNT_TR3,8403,2024-04-27T16:37:58.679967,Counting,1
133,D3006,TOTAL_CNT_TR4,8385,2024-04-27T16:37:58.788315,Counting,1
189,Y230,S4/out/18,1,2024-04-27T16:37:58.812832,Output,1
30,X55,S4/in/00,0,2024-04-27T16:37:58.860304,Input,1
184,D100,Encoder Value,222,2024-04-27T16:37:58.880077,Encoder,1
134,D3020,GOOD_CNT_TR1,8124,2024-04-27T16:37:58.911298,Counting,1
190,Y232,S4/out/20,1,2024-04-27T16:37:58.935384,Output,1
185,D100,Encoder Value,301,2024-04-27T16:37:59.003387,Encoder,1
135,D3022,GOOD_CNT_TR2,8174,2024-04-27T16:37:59.021394,Counting,1
191,Y234,S4/out/22,0,2024-04-27T16:37:59.049311,Output,1
186,D100,Encoder Value,347,2024-04-27T16:37:59.133399,Encoder,1
136,D3024,GOOD_CNT_TR3,8007,2024-04-27T16:37:59.230666,Counting,1
187,D100,Encoder Value,392,2024-04-27T16:37:59.260314,Encoder,1
192,Y223,S4/out/13,1,2024-04-27T16:37:59.286222,Output,1
137,D3026,GOOD_CNT_TR4,8050,2024-04-27T16:37:59.384048,Counting,1
193,Y224,S4/out/14,0,2024-04-27T16:37:59.418479,Output,1
138,D3039,productCount,-31926,2024-04-27T16:37:59.505776,Counting,1
188,D100,Encoder Value,443,2024-04-27T16:37:59.525947,Encoder,1
194,Y226,S4/out/16,0,2024-04-27T16:37:59.571198,Output,1
189,D100,Encoder Value,538,2024-04-27T16:37:59.682702,Encoder,1
195,Y230,S4/out/18,0,2024-04-27T16:37:59.701233,Output,1
196,Y232,S4/out/20,0,2024-04-27T16:37:59.721255,Output,1
190,D100,Encoder Value,585,2024-04-27T16:37:59.820882,Encoder,1
197,Y235,S4/out/23,1,2024-04-27T16:37:59.847271,Output,1
191,D100,Encoder Value,634,2024-04-27T16:37:59.964372,Encoder,1
192,D100,Encoder Value,672,2024-04-27T16:38:00.073780,Encoder,1
198,Y223,S4/out/13,0,2024-04-27T16:38:00.151413,Output,1
193,D100,Encoder Value,711,2024-04-27T16:38:00.186589,Encoder,1
199,Y235,S4/out/23,0,2024-04-27T16:38:00.265960,Output,1
194,D100,Encoder Value,756,2024-04-27T16:38:00.315312,Encoder,1
195,D100,Encoder Value,799,2024-04-27T16:38:00.433522,Encoder,1
196,D100,Encoder Value,837,2024-04-27T16:38:00.542333,Encoder,1
200,Y222,S4/out/12,1,2024-04-27T16:38:00.566884,Output,1
197,D100,Encoder Value,877,2024-04-27T16:38:00.651282,Encoder,1
198,D100,Encoder Value,916,2024-04-27T16:38:00.769446,Encoder,1
31,X55,S4/in/00,1,2024-04-27T16:38:00.817087,Input,1
139,D3012,goodProductRaw,32359,2024-04-27T16:38:00.868399,Counting,1
201,Y234,S4/out/22,1,2024-04-27T16:38:00.894720,Output,1
140,D3150,ACT_BATCH_CNT,2046,2024-04-27T16:38:00.991131,Counting,1
199,D100,Encoder Value,970,2024-04-27T16:38:01.027170,Encoder,1
200,D100,Encoder Value,16,2024-04-27T16:38:01.066917,Encoder,1
141,D3000,TOTAL_CNT_TR1,8415,2024-04-27T16:38:01.140737,Counting,1
202,Y222,S4/out/12,0,2024-04-27T16:38:01.176293,Output,1
142,D3002,TOTAL_CNT_TR2,8409,2024-04-27T16:38:01.283540,Counting,1
203,Y234,S4/out/22,0,2024-04-27T16:38:01.306802,Output,1
201,D100,Encoder Value,77,2024-04-27T16:38:01.345229,Encoder,1
143,D3004,TOTAL_CNT_TR3,8404,2024-04-27T16:38:01.420908,Counting,1
204,Y224,S4/out/14,1,2024-04-27T16:38:01.481290,Output,1
202,D100,Encoder Value,177,2024-04-27T16:38:01.530968,Encoder,1
144,D3006,TOTAL_CNT_TR4,8386,2024-04-27T16:38:01.587865,Counting,1
205,Y226,S4/out/16,1,2024-04-27T16:38:01.677704,Output,1
32,X55,S4/in/00,0,2024-04-27T16:38:01.760318,Input,1
145,D3020,GOOD_CNT_TR1,8125,2024-04-27T16:38:01.804667,Counting,1
146,D3022,GOOD_CNT_TR2,8175,2024-04-27T16:38:01.832719,Counting,1
206,Y230,S4/out/18,1,2024-04-27T16:38:01.882355,Output,1
203,D100,Encoder Value,252,2024-04-27T16:38:01.939392,Encoder,1
147,D3024,GOOD_CNT_TR3,8008,2024-04-27T16:38:02.011698,Counting,1
207,Y232,S4/out/20,1,2024-04-27T16:38:02.051847,Output,1
204,D100,Encoder Value,382,2024-04-27T16:38:02.117341,Encoder,1
148,D3026,GOOD_CNT_TR4,8051,2024-04-27T16:38:02.158240,Counting,1
149,D3039,productCount,-31922,2024-04-27T16:38:02.197294,Counting,1
208,Y224,S4/out/14,0,2024-04-27T16:38:02.302211,Output,1
205,D100,Encoder Value,435,2024-04-27T16:38:02.364891,Encoder,1
209,Y226,S4/out/16,0,2024-04-27T16:38:02.432600,Output,1
210,Y230,S4/out/18,0,2024-04-27T16:38:02.529997,Output,1
206,D100,Encoder Value,509,2024-04-27T16:38:02.575994,Encoder,1
211,Y232,S4/out/20,0,2024-04-27T16:38:02.633428,Output,1
207,D100,Encoder Value,579,2024-04-27T16:38:02.772227,Encoder,1
212,Y225,S4/out/15,1,2024-04-27T16:38:02.829896,Output,1
208,D100,Encoder Value,648,2024-04-27T16:38:02.889854,Encoder,1
213,Y227,S4/out/17,1,2024-04-27T16:38:02.938926,Output,1
209,D100,Encoder Value,691,2024-04-27T16:38:03.015228,Encoder,1
214,Y231,S4/out/19,1,2024-04-27T16:38:03.055785,Output,1
210,D100,Encoder Value,738,2024-04-27T16:38:03.148467,Encoder,1
215,Y233,S4/out/21,1,2024-04-27T16:38:03.183866,Output,1
211,D100,Encoder Value,788,2024-04-27T16:38:03.371510,Encoder,1
216,Y222,S4/out/12,1,2024-04-27T16:38:03.401095,Output,1
212,D100,Encoder Value,863,2024-04-27T16:38:03.500783,Encoder,1
217,Y225,S4/out/15,0,2024-04-27T16:38:03.522468,Output,1
213,D100,Encoder Value,908,2024-04-27T16:38:03.625395,Encoder,1
33,X55,S4/in/00,1,2024-04-27T16:38:03.685699,Input,1
218,Y227,S4/out/17,0,2024-04-27T16:38:03.751577,Output,1
214,D100,Encoder Value,961,2024-04-27T16:38:03.782851,Encoder,1
150,D3012,goodProductRaw,32363,2024-04-27T16:38:03.858969,Counting,1
219,Y231,S4/out/19,0,2024-04-27T16:38:03.873975,Output,1
215,D100,Encoder Value,3,2024-04-27T16:38:03.908729,Encoder,1
151,D3150,ACT_BATCH_CNT,2050,2024-04-27T16:38:03.966100,Counting,1
220,Y233,S4/out/21,0,2024-04-27T16:38:03.980117,Output,1
216,D100,Encoder Value,45,2024-04-27T16:38:04.033070,Encoder,1
152,D3000,TOTAL_CNT_TR1,8416,2024-04-27T16:38:04.085842,Counting,1
217,D100,Encoder Value,90,2024-04-27T16:38:04.164868,Encoder,1
153,D3002,TOTAL_CNT_TR2,8410,2024-04-27T16:38:04.203624,Counting,1
221,Y222,S4/out/12,0,2024-04-27T16:38:04.227129,Output,1
218,D100,Encoder Value,139,2024-04-27T16:38:04.303039,Encoder,1
154,D3004,TOTAL_CNT_TR3,8405,2024-04-27T16:38:04.339195,Counting,1
155,D3006,TOTAL_CNT_TR4,8387,2024-04-27T16:38:04.365452,Counting,1
222,Y224,S4/out/14,1,2024-04-27T16:38:04.473352,Output,1
156,D3020,GOOD_CNT_TR1,8126,2024-04-27T16:38:04.493880,Counting,1
219,D100,Encoder Value,195,2024-04-27T16:38:04.582885,Encoder,1
223,Y226,S4/out/16,1,2024-04-27T16:38:04.664811,Output,1
157,D3022,GOOD_CNT_TR2,8176,2024-04-27T16:38:04.684576,Counting,1
158,D3024,GOOD_CNT_TR3,8009,2024-04-27T16:38:04.700208,Counting,1
224,Y230,S4/out/18,1,2024-04-27T16:38:04.794064,Output,1
159,D3026,GOOD_CNT_TR4,8052,2024-04-27T16:38:04.818320,Counting,1
34,X55,S4/in/00,0,2024-04-27T16:38:04.828876,Input,1
220,D100,Encoder Value,305,2024-04-27T16:38:04.874361,Encoder,1
225,Y232,S4/out/20,1,2024-04-27T16:38:04.899613,Output,1
160,D3039,productCount,-31918,2024-04-27T16:38:04.920503,Counting,1
221,D100,Encoder Value,381,2024-04-27T16:38:05.075925,Encoder,1
226,Y224,S4/out/14,0,2024-04-27T16:38:05.100936,Output,1
227,Y226,S4/out/16,0,2024-04-27T16:38:05.211329,Output,1
222,D100,Encoder Value,452,2024-04-27T16:38:05.288871,Encoder,1
228,Y230,S4/out/18,0,2024-04-27T16:38:05.326555,Output,1
223,D100,Encoder Value,526,2024-04-27T16:38:05.414588,Encoder,1
229,Y232,S4/out/20,0,2024-04-27T16:38:05.529382,Output,1
224,D100,Encoder Value,566,2024-04-27T16:38:05.653446,Encoder,1
225,D100,Encoder Value,651,2024-04-27T16:38:05.777699,Encoder,1
226,D100,Encoder Value,693,2024-04-27T16:38:05.982859,Encoder,1
227,D100,Encoder Value,762,2024-04-27T16:38:06.091813,Encoder,1
230,Y222,S4/out/12,1,2024-04-27T16:38:06.184367,Output,1
228,D100,Encoder Value,808,2024-04-27T16:38:06.224202,Encoder,1
229,D100,Encoder Value,850,2024-04-27T16:38:06.339148,Encoder,1
231,Y234,S4/out/22,1,2024-04-27T16:38:06.405789,Output,1
230,D100,Encoder Value,893,2024-04-27T16:38:06.465333,Encoder,1
35,X55,S4/in/00,1,2024-04-27T16:38:06.503667,Input,1
161,D3012,goodProductRaw,32367,2024-04-27T16:38:06.664159,Counting,1
232,Y222,S4/out/12,0,2024-04-27T16:38:06.716508,Output,1
231,D100,Encoder Value,934,2024-04-27T16:38:06.773586,Encoder,1
162,D3150,ACT_BATCH_CNT,2054,2024-04-27T16:38:06.797262,Counting,1
232,D100,Encoder Value,41,2024-04-27T16:38:06.898839,Encoder,1
233,Y234,S4/out/22,0,2024-04-27T16:38:06.953846,Output,1
163,D3000,TOTAL_CNT_TR1,8417,2024-04-27T16:38:07.013383,Counting,1
233,D100,Encoder Value,90,2024-04-27T16:38:07.042311,Encoder,1
164,D3002,TOTAL_CNT_TR2,8411,2024-04-27T16:38:07.131351,Counting,1
234,D100,Encoder Value,135,2024-04-27T16:38:07.170860,Encoder,1
234,Y224,S4/out/14,1,2024-04-27T16:38:07.203108,Output,1
165,D3004,TOTAL_CNT_TR3,8406,2024-04-27T16:38:07.259058,Counting,1
235,D100,Encoder Value,187,2024-04-27T16:38:07.318086,Encoder,1
235,Y226,S4/out/16,1,2024-04-27T16:38:07.342352,Output,1
166,D3006,TOTAL_CNT_TR4,8388,2024-04-27T16:38:07.400632,Counting,1
236,D100,Encoder Value,238,2024-04-27T16:38:07.465507,Encoder,1
167,D3020,GOOD_CNT_TR1,8127,2024-04-27T16:38:07.517913,Counting,1
36,X55,S4/in/00,0,2024-04-27T16:38:07.554110,Input,1
236,Y230,S4/out/18,1,2024-04-27T16:38:07.587890,Output,1
237,D100,Encoder Value,299,2024-04-27T16:38:07.640999,Encoder,1
168,D3022,GOOD_CNT_TR2,8177,2024-04-27T16:38:07.684579,Counting,1
237,Y232,S4/out/20,1,2024-04-27T16:38:07.745672,Output,1
238,D100,Encoder Value,351,2024-04-27T16:38:07.789895,Encoder,1
169,D3024,GOOD_CNT_TR3,8010,2024-04-27T16:38:07.837363,Counting,1
170,D3026,GOOD_CNT_TR4,8053,2024-04-27T16:38:07.888850,Counting,1
171,D3039,productCount,-31914,2024-04-27T16:38:07.946011,Counting,1
239,D100,Encoder Value,433,2024-04-27T16:38:08.014628,Encoder,1
238,Y224,S4/out/14,0,2024-04-27T16:38:08.086118,Output,1
240,D100,Encoder Value,475,2024-04-27T16:38:08.145156,Encoder,1
239,Y226,S4/out/16,0,2024-04-27T16:38:08.210452,Output,1
241,D100,Encoder Value,528,2024-04-27T16:38:08.298074,Encoder,1
240,Y230,S4/out/18,0,2024-04-27T16:38:08.346262,Output,1
242,D100,Encoder Value,574,2024-04-27T16:38:08.431625,Encoder,1
241,Y232,S4/out/20,0,2024-04-27T16:38:08.468945,Output,1
243,D100,Encoder Value,623,2024-04-27T16:38:08.659180,Encoder,1
244,D100,Encoder Value,695,2024-04-27T16:38:08.782477,Encoder,1
245,D100,Encoder Value,735,2024-04-27T16:38:08.896682,Encoder,1
242,Y222,S4/out/12,1,2024-04-27T16:38:09.080442,Output,1
246,D100,Encoder Value,773,2024-04-27T16:38:09.105219,Encoder,1
247,D100,Encoder Value,851,2024-04-27T16:38:09.213014,Encoder,1
243,Y234,S4/out/22,1,2024-04-27T16:38:09.312677,Output,1
248,D100,Encoder Value,896,2024-04-27T16:38:09.347219,Encoder,1
249,D100,Encoder Value,939,2024-04-27T16:38:09.472333,Encoder,1
37,X55,S4/in/00,1,2024-04-27T16:38:09.524884,Input,1
250,D100,Encoder Value,982,2024-04-27T16:38:09.604094,Encoder,1
172,D3012,goodProductRaw,32371,2024-04-27T16:38:09.637341,Counting,1
244,Y222,S4/out/12,0,2024-04-27T16:38:09.676598,Output,1
251,D100,Encoder Value,33,2024-04-27T16:38:09.749929,Encoder,1
173,D3150,ACT_BATCH_CNT,2058,2024-04-27T16:38:09.775094,Counting,1
252,D100,Encoder Value,78,2024-04-27T16:38:09.885522,Encoder,1
245,Y224,S4/out/14,1,2024-04-27T16:38:09.911841,Output,1
174,D3000,TOTAL_CNT_TR1,8418,2024-04-27T16:38:09.990204,Counting,1
253,D100,Encoder Value,124,2024-04-27T16:38:10.017480,Encoder,1
246,Y226,S4/out/16,1,2024-04-27T16:38:10.041480,Output,1
175,D3002,TOTAL_CNT_TR2,8412,2024-04-27T16:38:10.127725,Counting,1
254,D100,Encoder Value,178,2024-04-27T16:38:10.170719,Encoder,1
176,D3004,TOTAL_CNT_TR3,8407,2024-04-27T16:38:10.252228,Counting,1
247,Y230,S4/out/18,1,2024-04-27T16:38:10.269368,Output,1
255,D100,Encoder Value,229,2024-04-27T16:38:10.318404,Encoder,1
177,D3006,TOTAL_CNT_TR4,8389,2024-04-27T16:38:10.382547,Counting,1
38,X55,S4/in/00,0,2024-04-27T16:38:10.414619,Input,1
256,D100,Encoder Value,279,2024-04-27T16:38:10.460731,Encoder,1
178,D3020,GOOD_CNT_TR1,8128,2024-04-27T16:38:10.519146,Counting,1
248,Y232,S4/out/20,1,2024-04-27T16:38:10.529675,Output,1
257,D100,Encoder Value,329,2024-04-27T16:38:10.607801,Encoder,1
179,D3022,GOOD_CNT_TR2,8178,2024-04-27T16:38:10.652298,Counting,1
249,Y234,S4/out/22,0,2024-04-27T16:38:10.684078,Output,1
258,D100,Encoder Value,385,2024-04-27T16:38:10.760748,Encoder,1
180,D3024,GOOD_CNT_TR3,8011,2024-04-27T16:38:10.797679,Counting,1
259,D100,Encoder Value,433,2024-04-27T16:38:10.898724,Encoder,1
181,D3026,GOOD_CNT_TR4,8054,2024-04-27T16:38:10.917748,Counting,1
250,Y224,S4/out/14,0,2024-04-27T16:38:10.940828,Output,1
182,D3039,productCount,-31910,2024-04-27T16:38:11.035882,Counting,1
251,Y226,S4/out/16,0,2024-04-27T16:38:11.063526,Output,1
260,D100,Encoder Value,479,2024-04-27T16:38:11.165627,Encoder,1
252,Y230,S4/out/18,0,2024-04-27T16:38:11.248439,Output,1
261,D100,Encoder Value,590,2024-04-27T16:38:11.356238,Encoder,1
253,Y232,S4/out/20,0,2024-04-27T16:38:11.378103,Output,1
262,D100,Encoder Value,634,2024-04-27T16:38:11.569030,Encoder,1
263,D100,Encoder Value,703,2024-04-27T16:38:11.681970,Encoder,1
264,D100,Encoder Value,742,2024-04-27T16:38:11.796830,Encoder,1
265,D100,Encoder Value,784,2024-04-27T16:38:11.911049,Encoder,1
254,Y222,S4/out/12,1,2024-04-27T16:38:11.980089,Output,1
266,D100,Encoder Value,828,2024-04-27T16:38:12.035064,Encoder,1
267,D100,Encoder Value,867,2024-04-27T16:38:12.148178,Encoder,1
255,Y234,S4/out/22,1,2024-04-27T16:38:12.206644,Output,1
268,D100,Encoder Value,914,2024-04-27T16:38:12.282458,Encoder,1
39,X55,S4/in/00,1,2024-04-27T16:38:12.330186,Input,1
269,D100,Encoder Value,957,2024-04-27T16:38:12.410201,Encoder,1
256,Y222,S4/out/12,0,2024-04-27T16:38:12.441224,Output,1
270,D100,Encoder Value,1000,2024-04-27T16:38:12.530970,Encoder,1
183,D3012,goodProductRaw,32375,2024-04-27T16:38:12.629520,Counting,1
271,D100,Encoder Value,41,2024-04-27T16:38:12.644547,Encoder,1
184,D3150,ACT_BATCH_CNT,2062,2024-04-27T16:38:12.746248,Counting,1
257,Y234,S4/out/22,0,2024-04-27T16:38:12.751247,Output,1
272,D100,Encoder Value,87,2024-04-27T16:38:12.786829,Encoder,1
185,D3000,TOTAL_CNT_TR1,8419,2024-04-27T16:38:12.867161,Counting,1
273,D100,Encoder Value,131,2024-04-27T16:38:12.913567,Encoder,1
186,D3002,TOTAL_CNT_TR2,8413,2024-04-27T16:38:12.980051,Counting,1
258,Y224,S4/out/14,1,2024-04-27T16:38:12.987695,Output,1
274,D100,Encoder Value,178,2024-04-27T16:38:13.049099,Encoder,1
187,D3004,TOTAL_CNT_TR3,8408,2024-04-27T16:38:13.108140,Counting,1
259,Y226,S4/out/16,1,2024-04-27T16:38:13.140313,Output,1
275,D100,Encoder Value,236,2024-04-27T16:38:13.217320,Encoder,1
188,D3006,TOTAL_CNT_TR4,8390,2024-04-27T16:38:13.253833,Counting,1
260,Y230,S4/out/18,1,2024-04-27T16:38:13.285500,Output,1
40,X55,S4/in/00,0,2024-04-27T16:38:13.329677,Input,1
276,D100,Encoder Value,296,2024-04-27T16:38:13.390340,Encoder,1
189,D3020,GOOD_CNT_TR1,8129,2024-04-27T16:38:13.420246,Counting,1
261,Y232,S4/out/20,1,2024-04-27T16:38:13.452011,Output,1
277,D100,Encoder Value,354,2024-04-27T16:38:13.553839,Encoder,1
190,D3022,GOOD_CNT_TR2,8179,2024-04-27T16:38:13.599812,Counting,1
278,D100,Encoder Value,417,2024-04-27T16:38:13.731909,Encoder,1
262,Y224,S4/out/14,0,2024-04-27T16:38:13.758872,Output,1
191,D3024,GOOD_CNT_TR3,8012,2024-04-27T16:38:13.851262,Counting,1
279,D100,Encoder Value,469,2024-04-27T16:38:13.884269,Encoder,1
192,D3026,GOOD_CNT_TR4,8055,2024-04-27T16:38:13.971582,Counting,1
263,Y226,S4/out/16,0,2024-04-27T16:38:13.994618,Output,1
280,D100,Encoder Value,520,2024-04-27T16:38:14.031841,Encoder,1
193,D3039,productCount,-31906,2024-04-27T16:38:14.115503,Counting,1
264,Y230,S4/out/18,0,2024-04-27T16:38:14.155372,Output,1
265,Y232,S4/out/20,0,2024-04-27T16:38:14.273182,Output,1
281,D100,Encoder Value,581,2024-04-27T16:38:14.308488,Encoder,1
282,D100,Encoder Value,687,2024-04-27T16:38:14.515623,Encoder,1
283,D100,Encoder Value,726,2024-04-27T16:38:14.629303,Encoder,1
284,D100,Encoder Value,768,2024-04-27T16:38:14.747670,Encoder,1
266,Y222,S4/out/12,1,2024-04-27T16:38:14.810436,Output,1
285,D100,Encoder Value,823,2024-04-27T16:38:14.901472,Encoder,1
267,Y234,S4/out/22,1,2024-04-27T16:38:14.958713,Output,1
286,D100,Encoder Value,871,2024-04-27T16:38:15.039558,Encoder,1
41,X55,S4/in/00,1,2024-04-27T16:38:15.096010,Input,1
287,D100,Encoder Value,917,2024-04-27T16:38:15.171804,Encoder,1
288,D100,Encoder Value,957,2024-04-27T16:38:15.291342,Encoder,1
268,Y222,S4/out/12,0,2024-04-27T16:38:15.306989,Output,1
194,D3012,goodProductRaw,32379,2024-04-27T16:38:15.374169,Counting,1
289,D100,Encoder Value,1000,2024-04-27T16:38:15.414930,Encoder,1
195,D3150,ACT_BATCH_CNT,2066,2024-04-27T16:38:15.499059,Counting,1
290,D100,Encoder Value,47,2024-04-27T16:38:15.546401,Encoder,1
196,D3000,TOTAL_CNT_TR1,8420,2024-04-27T16:38:15.610404,Counting,1
269,Y234,S4/out/22,0,2024-04-27T16:38:15.644223,Output,1
197,D3002,TOTAL_CNT_TR2,8414,2024-04-27T16:38:15.752966,Counting,1
291,D100,Encoder Value,99,2024-04-27T16:38:15.798663,Encoder,1
198,D3004,TOTAL_CNT_TR3,8409,2024-04-27T16:38:15.874451,Counting,1
270,Y224,S4/out/14,1,2024-04-27T16:38:15.905957,Output,1
292,D100,Encoder Value,186,2024-04-27T16:38:15.946089,Encoder,1
199,D3006,TOTAL_CNT_TR4,8391,2024-04-27T16:38:16.012455,Counting,1
271,Y226,S4/out/16,1,2024-04-27T16:38:16.044057,Output,1
293,D100,Encoder Value,237,2024-04-27T16:38:16.094754,Encoder,1
200,D3020,GOOD_CNT_TR1,8130,2024-04-27T16:38:16.135045,Counting,1
272,Y230,S4/out/18,1,2024-04-27T16:38:16.182268,Output,1
273,Y232,S4/out/20,1,2024-04-27T16:38:16.215761,Output,1
42,X55,S4/in/00,0,2024-04-27T16:38:16.248418,Input,1
294,D100,Encoder Value,304,2024-04-27T16:38:16.290382,Encoder,1
201,D3022,GOOD_CNT_TR2,8180,2024-04-27T16:38:16.327819,Counting,1
274,Y223,S4/out/13,1,2024-04-27T16:38:16.384238,Output,1
295,D100,Encoder Value,358,2024-04-27T16:38:16.433264,Encoder,1
202,D3024,GOOD_CNT_TR3,8013,2024-04-27T16:38:16.448285,Counting,1
275,Y224,S4/out/14,0,2024-04-27T16:38:16.518741,Output,1
296,D100,Encoder Value,409,2024-04-27T16:38:16.587638,Encoder,1
276,Y226,S4/out/16,0,2024-04-27T16:38:16.645795,Output,1
203,D3026,GOOD_CNT_TR4,8056,2024-04-27T16:38:16.693946,Counting,1
297,D100,Encoder Value,463,2024-04-27T16:38:16.745775,Encoder,1
277,Y230,S4/out/18,0,2024-04-27T16:38:16.794014,Output,1
204,D3039,productCount,-31902,2024-04-27T16:38:16.838351,Counting,1
298,D100,Encoder Value,516,2024-04-27T16:38:16.899209,Encoder,1
278,Y232,S4/out/20,0,2024-04-27T16:38:16.936425,Output,1
299,D100,Encoder Value,568,2024-04-27T16:38:17.048226,Encoder,1
279,Y235,S4/out/23,1,2024-04-27T16:38:17.077228,Output,1
300,D100,Encoder Value,630,2024-04-27T16:38:17.232378,Encoder,1
301,D100,Encoder Value,675,2024-04-27T16:38:17.451052,Encoder,1
280,Y223,S4/out/13,0,2024-04-27T16:38:17.538571,Output,1
302,D100,Encoder Value,753,2024-04-27T16:38:17.584027,Encoder,1
281,Y235,S4/out/23,0,2024-04-27T16:38:17.656456,Output,1
