No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
159,D100,Encoder Value,593,2024-04-27T16:33:45.867050,Encoder,1
156,Y22,S2/out/01,0,2024-04-27T16:33:45.925925,Output,1
160,D100,Encoder Value,639,2024-04-27T16:33:46.001694,Encoder,1
157,Y33,S2/out/06,0,2024-04-27T16:33:46.059079,Output,1
161,D100,Encoder Value,685,2024-04-27T16:33:46.132994,Encoder,1
158,Y34,S2/out/07,0,2024-04-27T16:33:46.178192,Output,1
159,Y35,S2/out/08,0,2024-04-27T16:33:46.311878,Output,1
160,Y36,S2/out/09,0,2024-04-27T16:33:46.352073,Output,1
162,D100,Encoder Value,739,2024-04-27T16:33:46.460779,Encoder,1
40,X33,S2/in/00,1,2024-04-27T16:33:46.564546,Input,1
161,Y27,S2/out/02,1,2024-04-27T16:33:46.630094,Output,1
162,Y207,S2/out/16,1,2024-04-27T16:33:46.656195,Output,1
163,Y210,S2/out/17,1,2024-04-27T16:33:46.687202,Output,1
163,D100,Encoder Value,848,2024-04-27T16:33:46.741063,Encoder,1
41,X34,S2/in/01,0,2024-04-27T16:33:46.844653,Input,1
164,D100,Encoder Value,944,2024-04-27T16:33:46.870859,Encoder,1
164,Y22,S2/out/01,1,2024-04-27T16:33:46.936393,Output,1
165,D100,Encoder Value,986,2024-04-27T16:33:46.992929,Encoder,1
165,Y27,S2/out/02,0,2024-04-27T16:33:47.054943,Output,1
117,D3012,goodProductRaw,32055,2024-04-27T16:33:47.116040,Counting,1
166,D100,Encoder Value,37,2024-04-27T16:33:47.146178,Encoder,1
118,D3150,ACT_BATCH_CNT,1742,2024-04-27T16:33:47.284556,Counting,1
167,D100,Encoder Value,101,2024-04-27T16:33:47.335513,Encoder,1
166,Y33,S2/out/06,1,2024-04-27T16:33:47.364963,Output,1
119,D3000,TOTAL_CNT_TR1,8339,2024-04-27T16:33:47.428716,Counting,1
120,D3002,TOTAL_CNT_TR2,8333,2024-04-27T16:33:47.444753,Counting,1
167,Y34,S2/out/07,1,2024-04-27T16:33:47.469309,Output,1
168,Y35,S2/out/08,1,2024-04-27T16:33:47.501037,Output,1
169,Y36,S2/out/09,1,2024-04-27T16:33:47.519039,Output,1
121,D3004,TOTAL_CNT_TR3,8328,2024-04-27T16:33:47.609801,Counting,1
122,D3006,TOTAL_CNT_TR4,8310,2024-04-27T16:33:47.773985,Counting,1
168,D100,Encoder Value,149,2024-04-27T16:33:47.895859,Encoder,1
170,Y207,S2/out/16,0,2024-04-27T16:33:47.987174,Output,1
42,X33,S2/in/00,0,2024-04-27T16:33:48.017785,Input,1
171,Y210,S2/out/17,0,2024-04-27T16:33:48.096439,Output,1
43,X34,S2/in/01,1,2024-04-27T16:33:48.122009,Input,1
123,D3020,GOOD_CNT_TR1,8049,2024-04-27T16:33:48.139733,Counting,1
169,D100,Encoder Value,361,2024-04-27T16:33:48.171202,Encoder,1
172,Y211,S2/out/18,1,2024-04-27T16:33:48.229362,Output,1
124,D3022,GOOD_CNT_TR2,8099,2024-04-27T16:33:48.258754,Counting,1
170,D100,Encoder Value,440,2024-04-27T16:33:48.303595,Encoder,1
125,D3024,GOOD_CNT_TR3,7932,2024-04-27T16:33:48.376024,Counting,1
173,Y211,S2/out/18,0,2024-04-27T16:33:48.448707,Output,1
126,D3026,GOOD_CNT_TR4,7975,2024-04-27T16:33:48.468941,Counting,1
171,D100,Encoder Value,478,2024-04-27T16:33:48.484385,Encoder,1
174,Y22,S2/out/01,0,2024-04-27T16:33:48.546329,Output,1
127,D3039,productCount,-32226,2024-04-27T16:33:48.555331,Counting,1
172,D100,Encoder Value,536,2024-04-27T16:33:48.581133,Encoder,1
175,Y33,S2/out/06,0,2024-04-27T16:33:48.635685,Output,1
173,D100,Encoder Value,577,2024-04-27T16:33:48.700617,Encoder,1
176,Y34,S2/out/07,0,2024-04-27T16:33:48.758545,Output,1
174,D100,Encoder Value,622,2024-04-27T16:33:48.830293,Encoder,1
177,Y35,S2/out/08,0,2024-04-27T16:33:48.875985,Output,1
175,D100,Encoder Value,668,2024-04-27T16:33:48.964656,Encoder,1
178,Y36,S2/out/09,0,2024-04-27T16:33:48.994378,Output,1
176,D100,Encoder Value,712,2024-04-27T16:33:49.087323,Encoder,1
177,D100,Encoder Value,751,2024-04-27T16:33:49.206631,Encoder,1
179,Y27,S2/out/02,1,2024-04-27T16:33:49.306476,Output,1
178,D100,Encoder Value,802,2024-04-27T16:33:49.346327,Encoder,1
44,X33,S2/in/00,1,2024-04-27T16:33:49.425722,Input,1
180,Y207,S2/out/16,1,2024-04-27T16:33:49.451184,Output,1
179,D100,Encoder Value,854,2024-04-27T16:33:49.495182,Encoder,1
180,D100,Encoder Value,898,2024-04-27T16:33:49.619029,Encoder,1
45,X34,S2/in/01,0,2024-04-27T16:33:49.672467,Input,1
181,Y27,S2/out/02,0,2024-04-27T16:33:49.698491,Output,1
181,D100,Encoder Value,947,2024-04-27T16:33:49.763303,Encoder,1
182,Y207,S2/out/16,0,2024-04-27T16:33:49.810595,Output,1
182,D100,Encoder Value,987,2024-04-27T16:33:49.876962,Encoder,1
183,Y210,S2/out/17,1,2024-04-27T16:33:49.923322,Output,1
128,D3012,goodProductRaw,32059,2024-04-27T16:33:49.952764,Counting,1
183,D100,Encoder Value,38,2024-04-27T16:33:50.029314,Encoder,1
184,Y22,S2/out/01,1,2024-04-27T16:33:50.071051,Output,1
184,D100,Encoder Value,84,2024-04-27T16:33:50.162471,Encoder,1
129,D3150,ACT_BATCH_CNT,1746,2024-04-27T16:33:50.185200,Counting,1
185,Y33,S2/out/06,1,2024-04-27T16:33:50.295643,Output,1
185,D100,Encoder Value,172,2024-04-27T16:33:50.413800,Encoder,1
186,Y34,S2/out/07,1,2024-04-27T16:33:50.436449,Output,1
130,D3000,TOTAL_CNT_TR1,8340,2024-04-27T16:33:50.523331,Counting,1
186,D100,Encoder Value,222,2024-04-27T16:33:50.556056,Encoder,1
131,D3002,TOTAL_CNT_TR2,8334,2024-04-27T16:33:50.640782,Counting,1
187,Y35,S2/out/08,1,2024-04-27T16:33:50.661942,Output,1
187,D100,Encoder Value,269,2024-04-27T16:33:50.695046,Encoder,1
132,D3004,TOTAL_CNT_TR3,8329,2024-04-27T16:33:50.771362,Counting,1
188,Y36,S2/out/09,1,2024-04-27T16:33:50.795371,Output,1
188,D100,Encoder Value,322,2024-04-27T16:33:50.846395,Encoder,1
46,X33,S2/in/00,0,2024-04-27T16:33:50.897517,Input,1
133,D3006,TOTAL_CNT_TR4,8311,2024-04-27T16:33:50.925789,Counting,1
189,Y210,S2/out/17,0,2024-04-27T16:33:50.930816,Output,1
134,D3020,GOOD_CNT_TR1,8050,2024-04-27T16:33:51.034860,Counting,1
189,D100,Encoder Value,375,2024-04-27T16:33:51.089397,Encoder,1
47,X34,S2/in/01,1,2024-04-27T16:33:51.142968,Input,1
135,D3022,GOOD_CNT_TR2,8100,2024-04-27T16:33:51.153325,Counting,1
190,Y206,S2/out/15,1,2024-04-27T16:33:51.181933,Output,1
136,D3024,GOOD_CNT_TR3,7933,2024-04-27T16:33:51.276774,Counting,1
191,Y211,S2/out/18,1,2024-04-27T16:33:51.304359,Output,1
190,D100,Encoder Value,458,2024-04-27T16:33:51.353364,Encoder,1
137,D3026,GOOD_CNT_TR4,7976,2024-04-27T16:33:51.423081,Counting,1
191,D100,Encoder Value,544,2024-04-27T16:33:51.483344,Encoder,1
138,D3039,productCount,-32222,2024-04-27T16:33:51.541072,Counting,1
192,Y22,S2/out/01,0,2024-04-27T16:33:51.577817,Output,1
192,D100,Encoder Value,602,2024-04-27T16:33:51.651142,Encoder,1
193,Y33,S2/out/06,0,2024-04-27T16:33:51.704647,Output,1
194,Y34,S2/out/07,0,2024-04-27T16:33:51.813601,Output,1
193,D100,Encoder Value,678,2024-04-27T16:33:51.873516,Encoder,1
195,Y35,S2/out/08,0,2024-04-27T16:33:51.930889,Output,1
194,D100,Encoder Value,726,2024-04-27T16:33:52.011888,Encoder,1
196,Y36,S2/out/09,0,2024-04-27T16:33:52.049726,Output,1
195,D100,Encoder Value,769,2024-04-27T16:33:52.136378,Encoder,1
197,Y206,S2/out/15,0,2024-04-27T16:33:52.161811,Output,1
196,D100,Encoder Value,814,2024-04-27T16:33:52.258921,Encoder,1
198,Y211,S2/out/18,0,2024-04-27T16:33:52.284516,Output,1
48,X33,S2/in/00,1,2024-04-27T16:33:52.362280,Input,1
197,D100,Encoder Value,864,2024-04-27T16:33:52.488153,Encoder,1
199,Y207,S2/out/16,1,2024-04-27T16:33:52.510381,Output,1
49,X34,S2/in/01,0,2024-04-27T16:33:52.604781,Input,1
139,D3012,goodProductRaw,32063,2024-04-27T16:33:52.650594,Counting,1
200,Y210,S2/out/17,1,2024-04-27T16:33:52.678164,Output,1
198,D100,Encoder Value,993,2024-04-27T16:33:52.777796,Encoder,1
140,D3150,ACT_BATCH_CNT,1750,2024-04-27T16:33:52.872455,Counting,1
199,D100,Encoder Value,31,2024-04-27T16:33:52.901606,Encoder,1
141,D3000,TOTAL_CNT_TR1,8341,2024-04-27T16:33:52.986014,Counting,1
201,Y22,S2/out/01,1,2024-04-27T16:33:52.999119,Output,1
142,D3002,TOTAL_CNT_TR2,8335,2024-04-27T16:33:53.098049,Counting,1
202,Y33,S2/out/06,1,2024-04-27T16:33:53.116605,Output,1
200,D100,Encoder Value,77,2024-04-27T16:33:53.134629,Encoder,1
143,D3004,TOTAL_CNT_TR3,8330,2024-04-27T16:33:53.240105,Counting,1
203,Y34,S2/out/07,1,2024-04-27T16:33:53.267632,Output,1
201,D100,Encoder Value,173,2024-04-27T16:33:53.308329,Encoder,1
144,D3006,TOTAL_CNT_TR4,8312,2024-04-27T16:33:53.386060,Counting,1
204,Y35,S2/out/08,1,2024-04-27T16:33:53.403579,Output,1
202,D100,Encoder Value,222,2024-04-27T16:33:53.449883,Encoder,1
145,D3020,GOOD_CNT_TR1,8051,2024-04-27T16:33:53.519098,Counting,1
205,Y36,S2/out/09,1,2024-04-27T16:33:53.543638,Output,1
146,D3022,GOOD_CNT_TR2,8101,2024-04-27T16:33:53.650689,Counting,1
206,Y207,S2/out/16,0,2024-04-27T16:33:53.685866,Output,1
203,D100,Encoder Value,277,2024-04-27T16:33:53.761979,Encoder,1
50,X33,S2/in/00,0,2024-04-27T16:33:53.846768,Input,1
147,D3024,GOOD_CNT_TR3,7934,2024-04-27T16:33:53.875274,Counting,1
148,D3026,GOOD_CNT_TR4,7977,2024-04-27T16:33:53.906979,Counting,1
51,X34,S2/in/01,1,2024-04-27T16:33:54.058344,Input,1
149,D3039,productCount,-32218,2024-04-27T16:33:54.083011,Counting,1
204,D100,Encoder Value,418,2024-04-27T16:33:54.147030,Encoder,1
207,Y210,S2/out/17,0,2024-04-27T16:33:54.210969,Output,1
205,D100,Encoder Value,513,2024-04-27T16:33:54.286608,Encoder,1
208,Y22,S2/out/01,0,2024-04-27T16:33:54.338672,Output,1
206,D100,Encoder Value,556,2024-04-27T16:33:54.410433,Encoder,1
209,Y33,S2/out/06,0,2024-04-27T16:33:54.451594,Output,1
207,D100,Encoder Value,600,2024-04-27T16:33:54.538799,Encoder,1
210,Y34,S2/out/07,0,2024-04-27T16:33:54.571197,Output,1
208,D100,Encoder Value,646,2024-04-27T16:33:54.673086,Encoder,1
211,Y35,S2/out/08,0,2024-04-27T16:33:54.688502,Output,1
212,Y36,S2/out/09,0,2024-04-27T16:33:54.711518,Output,1
209,D100,Encoder Value,694,2024-04-27T16:33:54.811678,Encoder,1
210,D100,Encoder Value,731,2024-04-27T16:33:54.920587,Encoder,1
213,Y207,S2/out/16,1,2024-04-27T16:33:55.010333,Output,1
211,D100,Encoder Value,774,2024-04-27T16:33:55.039567,Encoder,1
214,Y27,S2/out/02,1,2024-04-27T16:33:55.138080,Output,1
212,D100,Encoder Value,819,2024-04-27T16:33:55.168115,Encoder,1
52,X33,S2/in/00,1,2024-04-27T16:33:55.209833,Input,1
215,Y210,S2/out/17,1,2024-04-27T16:33:55.266426,Output,1
213,D100,Encoder Value,870,2024-04-27T16:33:55.310146,Encoder,1
214,D100,Encoder Value,911,2024-04-27T16:33:55.429098,Encoder,1
53,X34,S2/in/01,0,2024-04-27T16:33:55.450981,Input,1
216,Y27,S2/out/02,0,2024-04-27T16:33:55.507636,Output,1
215,D100,Encoder Value,959,2024-04-27T16:33:55.567857,Encoder,1
217,Y207,S2/out/16,0,2024-04-27T16:33:55.620725,Output,1
216,D100,Encoder Value,4,2024-04-27T16:33:55.692445,Encoder,1
150,D3012,goodProductRaw,32067,2024-04-27T16:33:55.700456,Counting,1
151,D3150,ACT_BATCH_CNT,1754,2024-04-27T16:33:55.732119,Counting,1
152,D3000,TOTAL_CNT_TR1,8342,2024-04-27T16:33:55.773901,Counting,1
217,D100,Encoder Value,59,2024-04-27T16:33:55.852995,Encoder,1
218,Y22,S2/out/01,1,2024-04-27T16:33:55.883231,Output,1
218,D100,Encoder Value,103,2024-04-27T16:33:55.987539,Encoder,1
219,Y33,S2/out/06,1,2024-04-27T16:33:55.994927,Output,1
153,D3002,TOTAL_CNT_TR2,8336,2024-04-27T16:33:56.094508,Counting,1
219,D100,Encoder Value,151,2024-04-27T16:33:56.113815,Encoder,1
154,D3004,TOTAL_CNT_TR3,8331,2024-04-27T16:33:56.242137,Counting,1
220,Y34,S2/out/07,1,2024-04-27T16:33:56.271180,Output,1
220,D100,Encoder Value,175,2024-04-27T16:33:56.311696,Encoder,1
155,D3006,TOTAL_CNT_TR4,8313,2024-04-27T16:33:56.393683,Counting,1
221,Y35,S2/out/08,1,2024-04-27T16:33:56.412558,Output,1
222,Y36,S2/out/09,1,2024-04-27T16:33:56.428186,Output,1
221,D100,Encoder Value,275,2024-04-27T16:33:56.475382,Encoder,1
54,X33,S2/in/00,0,2024-04-27T16:33:56.520903,Input,1
156,D3020,GOOD_CNT_TR1,8052,2024-04-27T16:33:56.554997,Counting,1
223,Y210,S2/out/17,0,2024-04-27T16:33:56.595235,Output,1
222,D100,Encoder Value,332,2024-04-27T16:33:56.644635,Encoder,1
55,X34,S2/in/01,1,2024-04-27T16:33:56.697246,Input,1
157,D3022,GOOD_CNT_TR2,8102,2024-04-27T16:33:56.728494,Counting,1
158,D3024,GOOD_CNT_TR3,7935,2024-04-27T16:33:56.759531,Counting,1
224,Y206,S2/out/15,1,2024-04-27T16:33:56.806581,Output,1
225,Y211,S2/out/18,1,2024-04-27T16:33:56.832584,Output,1
223,D100,Encoder Value,414,2024-04-27T16:33:56.875609,Encoder,1
159,D3026,GOOD_CNT_TR4,7978,2024-04-27T16:33:56.958438,Counting,1
224,D100,Encoder Value,472,2024-04-27T16:33:57.044261,Encoder,1
160,D3039,productCount,-32214,2024-04-27T16:33:57.085301,Counting,1
226,Y206,S2/out/15,0,2024-04-27T16:33:57.136859,Output,1
225,D100,Encoder Value,523,2024-04-27T16:33:57.181868,Encoder,1
227,Y211,S2/out/18,0,2024-04-27T16:33:57.253951,Output,1
226,D100,Encoder Value,567,2024-04-27T16:33:57.312524,Encoder,1
227,D100,Encoder Value,608,2024-04-27T16:33:57.438322,Encoder,1
228,Y22,S2/out/01,0,2024-04-27T16:33:57.476842,Output,1
228,D100,Encoder Value,651,2024-04-27T16:33:57.566521,Encoder,1
229,Y33,S2/out/06,0,2024-04-27T16:33:57.597377,Output,1
229,D100,Encoder Value,696,2024-04-27T16:33:57.694735,Encoder,1
230,Y34,S2/out/07,0,2024-04-27T16:33:57.716327,Output,1
231,Y35,S2/out/08,0,2024-04-27T16:33:57.824670,Output,1
230,D100,Encoder Value,741,2024-04-27T16:33:57.939045,Encoder,1
232,Y36,S2/out/09,0,2024-04-27T16:33:57.962136,Output,1
231,D100,Encoder Value,827,2024-04-27T16:33:58.066105,Encoder,1
56,X33,S2/in/00,1,2024-04-27T16:33:58.114938,Input,1
233,Y207,S2/out/16,1,2024-04-27T16:33:58.212496,Output,1
232,D100,Encoder Value,892,2024-04-27T16:33:58.250318,Encoder,1
234,Y210,S2/out/17,1,2024-04-27T16:33:58.339323,Output,1
233,D100,Encoder Value,936,2024-04-27T16:33:58.379398,Encoder,1
57,X34,S2/in/01,0,2024-04-27T16:33:58.408796,Input,1
161,D3012,goodProductRaw,32071,2024-04-27T16:33:58.461988,Counting,1
162,D3150,ACT_BATCH_CNT,1758,2024-04-27T16:33:58.483508,Counting,1
163,D3000,TOTAL_CNT_TR1,8343,2024-04-27T16:33:58.512037,Counting,1
164,D3002,TOTAL_CNT_TR2,8337,2024-04-27T16:33:58.630121,Counting,1
234,D100,Encoder Value,5,2024-04-27T16:33:58.666182,Encoder,1
165,D3004,TOTAL_CNT_TR3,8332,2024-04-27T16:33:58.737961,Counting,1
235,D100,Encoder Value,77,2024-04-27T16:33:58.789103,Encoder,1
235,Y22,S2/out/01,1,2024-04-27T16:33:58.817697,Output,1
166,D3006,TOTAL_CNT_TR4,8314,2024-04-27T16:33:58.850926,Counting,1
236,D100,Encoder Value,123,2024-04-27T16:33:58.922403,Encoder,1
236,Y33,S2/out/06,1,2024-04-27T16:33:58.944084,Output,1
167,D3020,GOOD_CNT_TR1,8053,2024-04-27T16:33:58.982772,Counting,1
237,D100,Encoder Value,173,2024-04-27T16:33:59.063084,Encoder,1
168,D3022,GOOD_CNT_TR2,8103,2024-04-27T16:33:59.111136,Counting,1
237,Y34,S2/out/07,1,2024-04-27T16:33:59.187317,Output,1
238,D100,Encoder Value,228,2024-04-27T16:33:59.222426,Encoder,1
169,D3024,GOOD_CNT_TR3,7936,2024-04-27T16:33:59.250541,Counting,1
238,Y35,S2/out/08,1,2024-04-27T16:33:59.318372,Output,1
170,D3026,GOOD_CNT_TR4,7979,2024-04-27T16:33:59.375670,Counting,1
58,X33,S2/in/00,0,2024-04-27T16:33:59.421955,Input,1
239,Y36,S2/out/09,1,2024-04-27T16:33:59.456529,Output,1
240,Y207,S2/out/16,0,2024-04-27T16:33:59.483159,Output,1
239,D100,Encoder Value,277,2024-04-27T16:33:59.510696,Encoder,1
171,D3039,productCount,-32210,2024-04-27T16:33:59.550662,Counting,1
241,Y210,S2/out/17,0,2024-04-27T16:33:59.624223,Output,1
240,D100,Encoder Value,379,2024-04-27T16:33:59.653090,Encoder,1
59,X34,S2/in/01,1,2024-04-27T16:33:59.707083,Input,1
241,D100,Encoder Value,426,2024-04-27T16:33:59.787528,Encoder,1
242,Y211,S2/out/18,1,2024-04-27T16:33:59.875761,Output,1
242,D100,Encoder Value,471,2024-04-27T16:33:59.921628,Encoder,1
243,Y211,S2/out/18,0,2024-04-27T16:34:00.079513,Output,1
243,D100,Encoder Value,511,2024-04-27T16:34:00.136553,Encoder,1
244,D100,Encoder Value,586,2024-04-27T16:34:00.253036,Encoder,1
244,Y22,S2/out/01,0,2024-04-27T16:34:00.306712,Output,1
245,D100,Encoder Value,633,2024-04-27T16:34:00.391932,Encoder,1
245,Y33,S2/out/06,0,2024-04-27T16:34:00.444123,Output,1
246,D100,Encoder Value,685,2024-04-27T16:34:00.540981,Encoder,1
246,Y34,S2/out/07,0,2024-04-27T16:34:00.576907,Output,1
247,D100,Encoder Value,730,2024-04-27T16:34:00.668288,Encoder,1
247,Y35,S2/out/08,0,2024-04-27T16:34:00.686040,Output,1
248,D100,Encoder Value,771,2024-04-27T16:34:00.783312,Encoder,1
248,Y36,S2/out/09,0,2024-04-27T16:34:00.881491,Output,1
249,D100,Encoder Value,816,2024-04-27T16:34:00.910943,Encoder,1
60,X33,S2/in/00,1,2024-04-27T16:34:00.965155,Input,1
250,D100,Encoder Value,861,2024-04-27T16:34:01.037807,Encoder,1
249,Y27,S2/out/02,1,2024-04-27T16:34:01.096840,Output,1
251,D100,Encoder Value,904,2024-04-27T16:34:01.162288,Encoder,1
61,X34,S2/in/01,0,2024-04-27T16:34:01.194898,Input,1
250,Y207,S2/out/16,1,2024-04-27T16:34:01.239838,Output,1
172,D3012,goodProductRaw,32075,2024-04-27T16:34:01.270999,Counting,1
252,D100,Encoder Value,957,2024-04-27T16:34:01.319826,Encoder,1
251,Y210,S2/out/17,1,2024-04-27T16:34:01.365778,Output,1
173,D3150,ACT_BATCH_CNT,1762,2024-04-27T16:34:01.412926,Counting,1
174,D3000,TOTAL_CNT_TR1,8344,2024-04-27T16:34:01.525032,Counting,1
253,D100,Encoder Value,7,2024-04-27T16:34:01.571454,Encoder,1
252,Y22,S2/out/01,1,2024-04-27T16:34:01.632023,Output,1
175,D3002,TOTAL_CNT_TR2,8338,2024-04-27T16:34:01.667551,Counting,1
254,D100,Encoder Value,92,2024-04-27T16:34:01.721657,Encoder,1
253,Y27,S2/out/02,0,2024-04-27T16:34:01.770328,Output,1
176,D3004,TOTAL_CNT_TR3,8333,2024-04-27T16:34:01.805444,Counting,1
255,D100,Encoder Value,144,2024-04-27T16:34:01.867812,Encoder,1
254,Y33,S2/out/06,1,2024-04-27T16:34:01.903019,Output,1
177,D3006,TOTAL_CNT_TR4,8315,2024-04-27T16:34:01.937572,Counting,1
255,Y34,S2/out/07,1,2024-04-27T16:34:02.014569,Output,1
178,D3020,GOOD_CNT_TR1,8054,2024-04-27T16:34:02.050744,Counting,1
256,D100,Encoder Value,194,2024-04-27T16:34:02.108490,Encoder,1
256,Y35,S2/out/08,1,2024-04-27T16:34:02.176184,Output,1
179,D3022,GOOD_CNT_TR2,8104,2024-04-27T16:34:02.213140,Counting,1
257,D100,Encoder Value,290,2024-04-27T16:34:02.281212,Encoder,1
257,Y36,S2/out/09,1,2024-04-27T16:34:02.305515,Output,1
180,D3024,GOOD_CNT_TR3,7937,2024-04-27T16:34:02.328172,Counting,1
62,X33,S2/in/00,0,2024-04-27T16:34:02.368561,Input,1
258,D100,Encoder Value,336,2024-04-27T16:34:02.423541,Encoder,1
181,D3026,GOOD_CNT_TR4,7980,2024-04-27T16:34:02.445599,Counting,1
63,X34,S2/in/01,1,2024-04-27T16:34:02.501696,Input,1
258,Y207,S2/out/16,0,2024-04-27T16:34:02.530906,Output,1
259,D100,Encoder Value,386,2024-04-27T16:34:02.560938,Encoder,1
182,D3039,productCount,-32206,2024-04-27T16:34:02.587468,Counting,1
259,Y210,S2/out/17,0,2024-04-27T16:34:02.664175,Output,1
260,D100,Encoder Value,435,2024-04-27T16:34:02.703705,Encoder,1
261,D100,Encoder Value,474,2024-04-27T16:34:02.816944,Encoder,1
262,D100,Encoder Value,515,2024-04-27T16:34:02.936014,Encoder,1
263,D100,Encoder Value,554,2024-04-27T16:34:03.051004,Encoder,1
260,Y22,S2/out/01,0,2024-04-27T16:34:03.087092,Output,1
261,Y33,S2/out/06,0,2024-04-27T16:34:03.105500,Output,1
262,Y34,S2/out/07,0,2024-04-27T16:34:03.215178,Output,1
264,D100,Encoder Value,630,2024-04-27T16:34:03.272328,Encoder,1
263,Y35,S2/out/08,0,2024-04-27T16:34:03.323804,Output,1
265,D100,Encoder Value,675,2024-04-27T16:34:03.400748,Encoder,1
264,Y36,S2/out/09,0,2024-04-27T16:34:03.442064,Output,1
266,D100,Encoder Value,719,2024-04-27T16:34:03.614759,Encoder,1
265,Y27,S2/out/02,1,2024-04-27T16:34:03.654563,Output,1
64,X33,S2/in/00,1,2024-04-27T16:34:03.726652,Input,1
266,Y207,S2/out/16,1,2024-04-27T16:34:03.762164,Output,1
267,D100,Encoder Value,827,2024-04-27T16:34:03.821609,Encoder,1
268,D100,Encoder Value,866,2024-04-27T16:34:03.935204,Encoder,1
267,Y210,S2/out/17,1,2024-04-27T16:34:03.973099,Output,1
65,X34,S2/in/01,0,2024-04-27T16:34:04.036581,Input,1
269,D100,Encoder Value,910,2024-04-27T16:34:04.066002,Encoder,1
270,D100,Encoder Value,949,2024-04-27T16:34:04.184545,Encoder,1
268,Y22,S2/out/01,1,2024-04-27T16:34:04.273233,Output,1
271,D100,Encoder Value,989,2024-04-27T16:34:04.303270,Encoder,1
269,Y27,S2/out/02,0,2024-04-27T16:34:04.376595,Output,1
183,D3012,goodProductRaw,32079,2024-04-27T16:34:04.391729,Counting,1
270,Y33,S2/out/06,1,2024-04-27T16:34:04.494382,Output,1
184,D3150,ACT_BATCH_CNT,1766,2024-04-27T16:34:04.512905,Counting,1
272,D100,Encoder Value,33,2024-04-27T16:34:04.513072,Encoder,1
271,Y34,S2/out/07,1,2024-04-27T16:34:04.611248,Output,1
185,D3000,TOTAL_CNT_TR1,8345,2024-04-27T16:34:04.625762,Counting,1
273,D100,Encoder Value,108,2024-04-27T16:34:04.650805,Encoder,1
272,Y35,S2/out/08,1,2024-04-27T16:34:04.720548,Output,1
273,Y36,S2/out/09,1,2024-04-27T16:34:04.742100,Output,1
274,D100,Encoder Value,152,2024-04-27T16:34:04.777948,Encoder,1
186,D3002,TOTAL_CNT_TR2,8339,2024-04-27T16:34:04.839761,Counting,1
274,Y207,S2/out/16,0,2024-04-27T16:34:04.849780,Output,1
275,D100,Encoder Value,196,2024-04-27T16:34:04.900285,Encoder,1
187,D3004,TOTAL_CNT_TR3,8334,2024-04-27T16:34:04.947154,Counting,1
276,D100,Encoder Value,242,2024-04-27T16:34:05.033807,Encoder,1
275,Y210,S2/out/17,0,2024-04-27T16:34:05.110176,Output,1
188,D3006,TOTAL_CNT_TR4,8316,2024-04-27T16:34:05.209148,Counting,1
66,X33,S2/in/00,0,2024-04-27T16:34:05.280875,Input,1
277,D100,Encoder Value,298,2024-04-27T16:34:05.308648,Encoder,1
189,D3020,GOOD_CNT_TR1,8055,2024-04-27T16:34:05.343490,Counting,1
276,Y206,S2/out/15,1,2024-04-27T16:34:05.496234,Output,1
278,D100,Encoder Value,351,2024-04-27T16:34:05.584504,Encoder,1
190,D3022,GOOD_CNT_TR2,8105,2024-04-27T16:34:05.615225,Counting,1
277,Y211,S2/out/18,1,2024-04-27T16:34:05.654559,Output,1
67,X34,S2/in/01,1,2024-04-27T16:34:05.710577,Input,1
191,D3024,GOOD_CNT_TR3,7938,2024-04-27T16:34:05.751996,Counting,1
279,D100,Encoder Value,492,2024-04-27T16:34:05.850912,Encoder,1
192,D3026,GOOD_CNT_TR4,7981,2024-04-27T16:34:05.864667,Counting,1
278,Y206,S2/out/15,0,2024-04-27T16:34:05.901468,Output,1
280,D100,Encoder Value,574,2024-04-27T16:34:05.988622,Encoder,1
279,Y211,S2/out/18,0,2024-04-27T16:34:06.009651,Output,1
193,D3039,productCount,-32202,2024-04-27T16:34:06.077566,Counting,1
281,D100,Encoder Value,611,2024-04-27T16:34:06.096626,Encoder,1
280,Y22,S2/out/01,0,2024-04-27T16:34:06.128388,Output,1
282,D100,Encoder Value,654,2024-04-27T16:34:06.221744,Encoder,1
281,Y33,S2/out/06,0,2024-04-27T16:34:06.231804,Output,1
282,Y34,S2/out/07,0,2024-04-27T16:34:06.316525,Output,1
283,D100,Encoder Value,688,2024-04-27T16:34:06.405680,Encoder,1
283,Y35,S2/out/08,0,2024-04-27T16:34:06.423825,Output,1
284,D100,Encoder Value,762,2024-04-27T16:34:06.532765,Encoder,1
284,Y36,S2/out/09,0,2024-04-27T16:34:06.627664,Output,1
285,D100,Encoder Value,805,2024-04-27T16:34:06.651579,Encoder,1
68,X33,S2/in/00,1,2024-04-27T16:34:06.676545,Input,1
286,D100,Encoder Value,854,2024-04-27T16:34:06.790377,Encoder,1
285,Y27,S2/out/02,1,2024-04-27T16:34:06.864358,Output,1
69,X34,S2/in/01,0,2024-04-27T16:34:06.909153,Input,1
286,Y207,S2/out/16,1,2024-04-27T16:34:06.991695,Output,1
287,D100,Encoder Value,938,2024-04-27T16:34:07.031623,Encoder,1
287,Y210,S2/out/17,1,2024-04-27T16:34:07.109929,Output,1
288,D100,Encoder Value,981,2024-04-27T16:34:07.160197,Encoder,1
