No.,ID,Name Variable,Value,Timestamp,Kind of Data,Connected Wifi
6,D4316,S8_OFF_SET_TR3,21.07,2024-04-27T16:33:04.345304,Setting,1
3,X36,S2/in/03,0,2024-04-27T16:33:04.362310,Input,1
0,M32,AIR_PRESSURE_LOW,0,2024-04-27T16:33:04.379081,Alarm,1
1,M33,INDEX_MOTOR_OVERLOAD,0,2024-04-27T16:33:04.395345,Alarm,1
5,D3064,BOTTOM_CAP_REJ_TR2,39,2024-04-27T16:33:04.413081,Checking,1
6,Y33,S2/out/06,0,2024-04-27T16:33:04.458004,Output,1
3,D3160,SET_BATCH_QTY,5050,2024-04-27T16:33:04.488279,Counting,1
7,D4320,S8_TOTAL_HEIGHT_TR3,21.1,2024-04-27T16:33:04.505795,Setting,1
4,X37,S2/in/04,0,2024-04-27T16:33:04.521193,Input,1
5,X40,S2/in/05,0,2024-04-27T16:33:04.534634,Input,1
2,M34,MANUAL_CONTROL_NOT_ON,0,2024-04-27T16:33:04.556455,Alarm,1
6,D3066,SILICON_PRESENCE_REJ_TR2,78,2024-04-27T16:33:04.572402,Checking,1
4,D3000,TOTAL_CNT_TR1,8329,2024-04-27T16:33:04.626991,Counting,1
8,D4324,S8_MINIMUM_HEIGHT_VALUE_TR3,21.0,2024-04-27T16:33:04.661561,Setting,1
9,D4328,S8_MAXIMUM_HEIGHT_VALUE_TR3,21.3,2024-04-27T16:33:04.686274,Setting,1
3,M35,EMERGENCY_STOP_PREESD,0,2024-04-27T16:33:04.710423,Alarm,1
7,D3068,COVER_PRESENCE_REJ_TR2,45,2024-04-27T16:33:04.726439,Checking,1
7,Y34,S2/out/07,0,2024-04-27T16:33:04.742046,Output,1
8,Y35,S2/out/08,0,2024-04-27T16:33:04.758101,Output,1
5,D3002,TOTAL_CNT_TR2,8323,2024-04-27T16:33:04.784626,Counting,1
7,D222,Cycle/S1/cycle/on/07,750,2024-04-27T16:33:04.807895,Cycle,1
10,D4212,S9_CURRENT_HEIGHT_TR2,0.0,2024-04-27T16:33:04.823657,Setting,1
4,M36,MANCHINE_IN_AUTO_MODE,0,2024-04-27T16:33:04.850544,Alarm,1
8,D3070,HEIGHT_CHK_REJ_TR2,3,2024-04-27T16:33:04.865507,Checking,1
9,Y36,S2/out/09,0,2024-04-27T16:33:04.885963,Output,1
6,D3004,TOTAL_CNT_TR3,8318,2024-04-27T16:33:04.906431,Counting,1
8,D215,Cycle/S1/cycle/on/08,750,2024-04-27T16:33:04.917941,Cycle,1
11,D4216,S9_OFF_SET_TR2,20.75,2024-04-27T16:33:04.935952,Setting,1
5,M37,MANUAL_MODE_SELECTED,0,2024-04-27T16:33:04.962042,Alarm,1
6,M38,BOWL_FEEDER_SWITCH_NOT_ON,0,2024-04-27T16:33:04.978685,Alarm,1
10,Y37,S2/out/10,1,2024-04-27T16:33:05.011775,Output,1
7,D3006,TOTAL_CNT_TR4,8300,2024-04-27T16:33:05.037076,Counting,1
9,D412,Cycle/S1/cycle/off/00,150,2024-04-27T16:33:05.056637,Cycle,1
10,D410,Cycle/S1/cycle/off/01,240,2024-04-27T16:33:05.075637,Cycle,1
9,D3072,LEAK_TEST_CHK_TR2,108,2024-04-27T16:33:05.109893,Checking,1
7,M39,LINEAR_FEEDER_SWITCH_NOT_ON,0,2024-04-27T16:33:05.137200,Alarm,1
11,Y44,S2/out/11,0,2024-04-27T16:33:05.163900,Output,1
8,D3018,errorProduct,1255,2024-04-27T16:33:05.198827,Counting,1
12,D4220,S9_TOTAL_HEIGHT_TR2,20.75,2024-04-27T16:33:05.216345,Setting,1
13,D4224,S9_MINIMUM_HEIGHT_VALUE_TR2,20.8,2024-04-27T16:33:05.232870,Setting,1
14,D4228,S9_MAXIMUM_HEIGHT_VALUE_TR2,21.4,2024-04-27T16:33:05.249871,Setting,1
15,D4412,S9_CURRENT_HEIGHT_TR4,0.0,2024-04-27T16:33:05.268923,Setting,1
8,M72,CC_LINK_COMMUNICATION_ERROR,0,2024-04-27T16:33:05.289974,Alarm,1
12,Y45,S2/out/12,0,2024-04-27T16:33:05.319152,Output,1
9,D3020,GOOD_CNT_TR1,8039,2024-04-27T16:33:05.344129,Counting,1
10,D3022,GOOD_CNT_TR2,8089,2024-04-27T16:33:05.361842,Counting,1
10,D3076,BOTTOM_CAP_REJ_TR3,44,2024-04-27T16:33:05.390138,Checking,1
11,D3078,SILICON_PRESENCE_REJ_TR3,142,2024-04-27T16:33:05.404607,Checking,1
9,M73,SET_BATCH_QTY_RECHED,0,2024-04-27T16:33:05.451162,Alarm,1
13,Y46,S2/out/13,0,2024-04-27T16:33:05.476220,Output,1
11,D423,Cycle/S1/cycle/off/02,300,2024-04-27T16:33:05.501369,Cycle,1
11,D3024,GOOD_CNT_TR3,7922,2024-04-27T16:33:05.514890,Counting,1
12,D3026,GOOD_CNT_TR4,7965,2024-04-27T16:33:05.533897,Counting,1
16,D4416,S9_OFF_SET_TR4,20.98,2024-04-27T16:33:05.550892,Setting,1
12,D3080,COVER_PRESENCE_REJ_TR3,85,2024-04-27T16:33:05.568050,Checking,1
10,M41,S1_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-04-27T16:33:05.588059,Alarm,1
14,Y47,S2/out/14,0,2024-04-27T16:33:05.611753,Output,1
12,D418,Cycle/S1/cycle/off/03,700,2024-04-27T16:33:05.636962,Cycle,1
13,D3030,BAD_CNT_TR1,290,2024-04-27T16:33:05.657059,Counting,1
17,D4420,S9_TOTAL_HEIGHT_TR4,20.98,2024-04-27T16:33:05.668073,Setting,1
13,D3082,HEIGHT_CHK_REJ_TR3,2,2024-04-27T16:33:05.681081,Checking,1
11,M42,S1_SLING_PLATE_VERT_LIFT_CYL_NOT_DN_,0,2024-04-27T16:33:05.701594,Alarm,1
15,Y206,S2/out/15,0,2024-04-27T16:33:05.722545,Output,1
13,D413,Cycle/S1/cycle/off/04,550,2024-04-27T16:33:05.742732,Cycle,1
14,D3032,BAD_CNT_TR2,234,2024-04-27T16:33:05.773449,Counting,1
18,D4424,S9_HEIGHT_MINIMUM_VALUE_TR4,21.0,2024-04-27T16:33:05.797538,Setting,1
14,D3084,LEAK_TEST_CHK_TR3,167,2024-04-27T16:33:05.809710,Checking,1
12,M44,S2_HORZ_PICK_&_PLACE_CYL_NOT_REV,0,2024-04-27T16:33:05.822711,Alarm,1
16,Y207,S2/out/16,0,2024-04-27T16:33:05.848289,Output,1
14,D411,Cycle/S1/cycle/off/05,725,2024-04-27T16:33:05.873383,Cycle,1
15,D3034,BAD_CNT_TR3,396,2024-04-27T16:33:05.894538,Counting,1
19,D4428,S9_MAXIMUM_HEIGHT_VALUE_TR4,21.32,2024-04-27T16:33:05.905892,Setting,1
15,D3088,BOTTOM_CAL_REJ_TR4,62,2024-04-27T16:33:05.915511,Checking,1
13,M45,S2_SING_PLATE_VERT_LIFT_CYL_NOT_DN,0,2024-04-27T16:33:05.926745,Alarm,1
17,Y210,S2/out/17,0,2024-04-27T16:33:05.949883,Output,1
18,Y211,S2/out/18,0,2024-04-27T16:33:06.013306,Output,1
15,D500,Cycle/S1/cycle/off/06,800,2024-04-27T16:33:06.059233,Cycle,1
16,D3036,BAD_CNT_TR4,335,2024-04-27T16:33:06.096177,Counting,1
16,D3090,SILICON_PRESENCE_REJ_TR4,91,2024-04-27T16:33:06.122614,Checking,1
17,D3092,COVER_PRESENCE_REJ_TR4,94,2024-04-27T16:33:06.136127,Checking,1
16,D422,Cycle/S1/cycle/off/07,800,2024-04-27T16:33:06.176579,Cycle,1
17,D3039,productCount,-32266,2024-04-27T16:33:06.198179,Counting,1
14,M47,S3_SILICON_PRESSING_CYL_NOT_UP_TR1,0,2024-04-27T16:33:06.219530,Alarm,1
18,D3094,HEIGHT_CHK_REJ_TR4,46,2024-04-27T16:33:06.226986,Checking,1
17,D415,Cycle/S1/cycle/off/08,850,2024-04-27T16:33:06.274117,Cycle,1
15,M48,S3_SILICON_PRESSING_CYL_NOT_UP_TR2,0,2024-04-27T16:33:06.321326,Alarm,1
19,D3096,LEAK_TEST_CHK_TR4,104,2024-04-27T16:33:06.330941,Checking,1
18,D238,Cycle/S2/cycle/on/00,900,2024-04-27T16:33:06.376686,Cycle,1
16,M49,S3_SILICON_PRESSING_CYL_NOT_UP_TR3,0,2024-04-27T16:33:06.419707,Alarm,1
19,D233,Cycle/S2/cycle/on/01,230,2024-04-27T16:33:06.480539,Cycle,1
17,M50,S3_SILICON_PRESSING_CYL_NOT_UP_TR4,0,2024-04-27T16:33:06.533157,Alarm,1
20,D277,Cycle/S2/cycle/on/02,240,2024-04-27T16:33:06.597644,Cycle,1
18,M52,S4_HORZ_PICK_&_PLACE_SLIDE_NOT_REV,0,2024-04-27T16:33:06.645574,Alarm,1
21,D236,Cycle/S2/cycle/on/03,270,2024-04-27T16:33:06.705762,Cycle,1
19,M53,S4_SING_PLATE_VERT_LIFT_CYL_NOT_UP,0,2024-04-27T16:33:06.752279,Alarm,1
22,D216,Cycle/S2/cycle/on/04,350,2024-04-27T16:33:06.813746,Cycle,1
20,M55,S5_VERT_SLIDE_NOT_DN,0,2024-04-27T16:33:06.857135,Alarm,1
23,D234,Cycle/S2/cycle/on/05,700,2024-04-27T16:33:06.906863,Cycle,1
21,M57,S6_SUPPORT_CYL_NOT_DN_TR2,0,2024-04-27T16:33:06.959974,Alarm,1
24,D246,Cycle/S2/cycle/on/06,600,2024-04-27T16:33:07.020491,Cycle,1
22,M58,S6_SUPPORT_CYL_NOT_DN_TR4,0,2024-04-27T16:33:07.077161,Alarm,1
23,M60,S6_WELDING_UNIT_NOT_READY,0,2024-04-27T16:33:07.106311,Alarm,1
25,D237,Cycle/S2/cycle/on/07,720,2024-04-27T16:33:07.168323,Cycle,1
24,M59,S6_WELDING_MC_ALARM,0,2024-04-27T16:33:07.239792,Alarm,1
26,D235,Cycle/S2/cycle/on/08,750,2024-04-27T16:33:07.306382,Cycle,1
25,M62,S7_SUPPORT_CYL_NOT_DN_TR1,0,2024-04-27T16:33:07.382161,Alarm,1
27,D438,Cycle/S2/cycle/off/00,520,2024-04-27T16:33:07.444179,Cycle,1
26,M63,S7_SUPPORT_CYL_NOT_DN_TR3,0,2024-04-27T16:33:07.515689,Alarm,1
28,D433,Cycle/S2/cycle/off/01,270,2024-04-27T16:33:07.567698,Cycle,1
27,M64,S7_WELDING_MC_ALARM,0,2024-04-27T16:33:07.638799,Alarm,1
29,D477,Cycle/S2/cycle/off/02,260,2024-04-27T16:33:07.695302,Cycle,1
28,M65,S7_WELDING_UNIT_NOT_READY,0,2024-04-27T16:33:07.767884,Alarm,1
29,M67,S10_HOLDING_CYL_NOT_REV_TR1-X110,0,2024-04-27T16:33:07.805467,Alarm,1
30,M68,S10_HOLDING_CUL_NOT_REV-X111,0,2024-04-27T16:33:07.939752,Alarm,1
30,D436,Cycle/S2/cycle/off/03,330,2024-04-27T16:33:07.961493,Cycle,1
31,M69,S10_HOLDING_CYL_NOT_REV_TR3_-X130,0,2024-04-27T16:33:08.057969,Alarm,1
31,D416,Cycle/S2/cycle/off/04,600,2024-04-27T16:33:08.087985,Cycle,1
32,M70,S11_HORZ_PICK_&_PLACE_SLIDE_NOT_REV_,0,2024-04-27T16:33:08.284759,Alarm,1
33,M71,S10_HOLDING_CYL_NOT_REV_TR4,0,2024-04-27T16:33:08.320273,Alarm,1
32,D434,Cycle/S2/cycle/off/05,850,2024-04-27T16:33:08.428271,Cycle,1
34,M40,S3_HOLDING_CYL_NOT_REV,0,2024-04-27T16:33:08.439335,Alarm,1
35,M43,S6_HOLDING_CYL_NOT_REV,0,2024-04-27T16:33:08.480165,Alarm,1
33,D446,Cycle/S2/cycle/off/06,650,2024-04-27T16:33:08.575909,Cycle,1
36,M46,S7_HOLDING_CYL_NOT_REV,0,2024-04-27T16:33:08.600435,Alarm,1
34,D437,Cycle/S2/cycle/off/07,860,2024-04-27T16:33:08.698514,Cycle,1
37,M75,S1_LOW_LEVEL_FLG_TR1,0,2024-04-27T16:33:08.734427,Alarm,1
35,D435,Cycle/S2/cycle/off/08,850,2024-04-27T16:33:08.816093,Cycle,1
38,M76,S1_LOW_LEVEL_FLG_TR2,0,2024-04-27T16:33:08.846219,Alarm,1
36,D271,Cycle/S3/cycle/on/00,270,2024-04-27T16:33:08.943358,Cycle,1
39,M77,S1_LOW_LEVEL_FLG_TR3,0,2024-04-27T16:33:08.974230,Alarm,1
37,D241,Cycle/S3/cycle/on/01,400,2024-04-27T16:33:09.056762,Cycle,1
40,M78,S1_LOW_LEVEL_FLG_TR4,0,2024-04-27T16:33:09.083112,Alarm,1
38,D302,Cycle/S3/cycle/on/02,500,2024-04-27T16:33:09.170264,Cycle,1
41,M96,S4_LL_FLG_TR1,0,2024-04-27T16:33:09.200743,Alarm,1
39,D240,Cycle/S3/cycle/on/03,650,2024-04-27T16:33:09.287991,Cycle,1
42,M97,S4_LL_FLG_TR2,0,2024-04-27T16:33:09.318468,Alarm,1
40,D274,Cycle/S3/cycle/on/04,850,2024-04-27T16:33:09.410657,Cycle,1
43,M98,S4_LL_FLG_TR3,0,2024-04-27T16:33:09.442157,Alarm,1
41,D471,Cycle/S3/cycle/off/00,340,2024-04-27T16:33:09.528661,Cycle,1
44,M99,S4_LL_FLG_TR4,0,2024-04-27T16:33:09.560276,Alarm,1
42,D441,Cycle/S3/cycle/off/01,450,2024-04-27T16:33:09.646501,Cycle,1
45,M106,FRONT_DOOR_OPEN-X140,0,2024-04-27T16:33:09.672163,Alarm,1
43,D502,Cycle/S3/cycle/off/02,600,2024-04-27T16:33:09.755165,Cycle,1
44,D440,Cycle/S3/cycle/off/03,750,2024-04-27T16:33:09.793018,Cycle,1
46,M107,BACK_DOOR_OPEN-X141,0,2024-04-27T16:33:09.828955,Alarm,1
45,D474,Cycle/S3/cycle/off/04,930,2024-04-27T16:33:09.937821,Cycle,1
47,M108,LEFT_DOOR_OPEN-X142,0,2024-04-27T16:33:09.962461,Alarm,1
46,D244,Cycle/S4/cycle/on/00,50,2024-04-27T16:33:10.055989,Cycle,1
48,M109,RIGHT_DOOR_OPEN-X143,0,2024-04-27T16:33:10.066748,Alarm,1
47,D248,Cycle/S4/cycle/on/01,200,2024-04-27T16:33:10.169373,Cycle,1
49,M111,S12_JOB_NOT_ECEJTED_TR1,0,2024-04-27T16:33:10.187931,Alarm,1
48,D242,Cycle/S4/cycle/on/02,750,2024-04-27T16:33:10.282490,Cycle,1
50,M112,S12_JOB_NOT_ECEJTED_TR2,0,2024-04-27T16:33:10.301223,Alarm,1
49,D248,Cycle/S4/cycle/on/03,200,2024-04-27T16:33:10.389664,Cycle,1
51,M113,S12_JOB_NOT_ECEJTED_TR3,0,2024-04-27T16:33:10.412837,Alarm,1
50,D217,Cycle/S4/cycle/on/04,350,2024-04-27T16:33:10.508194,Cycle,1
52,M114,S12_JOB_NOT_ECEJTED_TR4,0,2024-04-27T16:33:10.513722,Alarm,1
51,D245,Cycle/S4/cycle/on/05,430,2024-04-27T16:33:10.621562,Cycle,1
53,M150,S1_LOW_LEVEL_FLG_TR1,0,2024-04-27T16:33:10.639829,Alarm,1
52,D243,Cycle/S4/cycle/on/06,200,2024-04-27T16:33:10.729043,Cycle,1
54,M151,S1_LOW_LEVEL_FLG_TR2,0,2024-04-27T16:33:10.747078,Alarm,1
53,D247,Cycle/S4/cycle/on/07,800,2024-04-27T16:33:10.852422,Cycle,1
54,D247,Cycle/S4/cycle/on/08,800,2024-04-27T16:33:10.896877,Cycle,1
55,D249,Cycle/S4/cycle/on/09,0,2024-04-27T16:33:10.941912,Cycle,1
55,M148,S1_LOW_LEVEL_FLG_TR3,0,2024-04-27T16:33:11.044378,Alarm,1
56,D250,Cycle/S4/cycle/on/10,0,2024-04-27T16:33:11.101767,Cycle,1
56,M149,S1_LOW_LEVEL_FLG_TR4,0,2024-04-27T16:33:11.204298,Alarm,1
57,D444,Cycle/S4/cycle/off/00,200,2024-04-27T16:33:11.240177,Cycle,1
57,M143,S4_LL_FLG_TR1,0,2024-04-27T16:33:11.341679,Alarm,1
58,D448,Cycle/S4/cycle/off/01,300,2024-04-27T16:33:11.366646,Cycle,1
58,M144,S4_LL_FLG_TR2,0,2024-04-27T16:33:11.455784,Alarm,1
59,D442,Cycle/S4/cycle/off/02,800,2024-04-27T16:33:11.486414,Cycle,1
59,M145,S4_LL_FLG_TR3,0,2024-04-27T16:33:11.569191,Alarm,1
60,D448,Cycle/S4/cycle/off/03,300,2024-04-27T16:33:11.609790,Cycle,1
60,M146,S4_LL_FLG_TR4,0,2024-04-27T16:33:11.702244,Alarm,1
61,D417,Cycle/S4/cycle/off/04,700,2024-04-27T16:33:11.732238,Cycle,1
61,M80,S1_BOTTOM_CAP_MISSING_TR1,0,2024-04-27T16:33:11.815602,Alarm,1
62,D445,Cycle/S4/cycle/off/05,500,2024-04-27T16:33:11.850097,Cycle,1
62,M81,S3_SILICON_PRESENCE_MISSING_TR1,0,2024-04-27T16:33:11.942392,Alarm,1
63,D443,Cycle/S4/cycle/off/06,250,2024-04-27T16:33:11.971749,Cycle,1
63,M82,S5_COVER_PRESENCE_MISSING_TR1_,0,2024-04-27T16:33:12.060574,Alarm,1
64,D447,Cycle/S4/cycle/off/07,900,2024-04-27T16:33:12.090558,Cycle,1
65,D447,Cycle/S4/cycle/off/08,900,2024-04-27T16:33:12.116409,Cycle,1
64,M83,S8_HEIGHT_CHK_MISSING_TR1,0,2024-04-27T16:33:12.198119,Alarm,1
66,D449,Cycle/S4/cycle/off/09,0,2024-04-27T16:33:12.232883,Cycle,1
65,M84,S1_BOTTOM_CAP_MISSING_TR2,0,2024-04-27T16:33:12.311326,Alarm,1
67,D450,Cycle/S4/cycle/off/10,0,2024-04-27T16:33:12.351064,Cycle,1
66,M85,S3_SILICON_PRESENCE_MISSING_TR2,0,2024-04-27T16:33:12.429066,Alarm,1
68,D251,Cycle/S5/cycle/on/00,300,2024-04-27T16:33:12.469099,Cycle,1
67,M86,S5_COVER_PRESENCE_MISSING_TR2,0,2024-04-27T16:33:12.547701,Alarm,1
69,D252,Cycle/S5/cycle/on/01,760,2024-04-27T16:33:12.587036,Cycle,1
68,M87,S9_HEIGHT_CHK_MISSING_TR2,0,2024-04-27T16:33:12.665703,Alarm,1
70,D304,Cycle/S5/cycle/on/02,600,2024-04-27T16:33:12.705848,Cycle,1
69,M88,S1_BOTTOM_CAP_MISSING_TR3,0,2024-04-27T16:33:12.783713,Alarm,1
71,D451,Cycle/S5/cycle/off/00,350,2024-04-27T16:33:12.824036,Cycle,1
70,M89,S3_SILICON_PRESENCE_MISSING_TR3,0,2024-04-27T16:33:12.896661,Alarm,1
72,D452,Cycle/S5/cycle/off/01,900,2024-04-27T16:33:12.937383,Cycle,1
71,M90,S5_COVER_PRESENCE_MISSING_TR3,0,2024-04-27T16:33:13.015291,Alarm,1
73,D504,Cycle/S5/cycle/off/02,750,2024-04-27T16:33:13.050340,Cycle,1
72,M91,S8_HEIGHT_CHK_MISSING_TR3,0,2024-04-27T16:33:13.123987,Alarm,1
74,D253,Cycle/S6/cycle/on/00,250,2024-04-27T16:33:13.168896,Cycle,1
73,M92,S1_BOTTOM_CAP_MISSING_TR4,0,2024-04-27T16:33:13.242311,Alarm,1
75,D282,Cycle/S6/cycle/on/01,350,2024-04-27T16:33:13.281895,Cycle,1
74,M93,S3_SILICON_PRESENCE_MISSING_TR4,0,2024-04-27T16:33:13.365041,Alarm,1
76,D255,Cycle/S6/cycle/on/02,400,2024-04-27T16:33:13.404376,Cycle,1
75,M94,S5_COVER_PRESENCE_MISSING_TR4,0,2024-04-27T16:33:13.483074,Alarm,1
77,D275,Cycle/S6/cycle/on/03,450,2024-04-27T16:33:13.522823,Cycle,1
76,M95,S9_HEIGHT_CHK_MC_TR4,0,2024-04-27T16:33:13.600094,Alarm,1
78,D281,Cycle/S6/cycle/on/04,850,2024-04-27T16:33:13.640790,Cycle,1
77,M131,S7_WELDING_CHK_MISSING_TR1_,0,2024-04-27T16:33:13.714204,Alarm,1
79,D254,Cycle/S6/cycle/on/05,910,2024-04-27T16:33:13.749196,Cycle,1
80,D453,Cycle/S6/cycle/off/00,320,2024-04-27T16:33:13.775766,Cycle,1
78,M132,S7_WELDING_CHK_MISSING_TR3,0,2024-04-27T16:33:13.902452,Alarm,1
81,D482,Cycle/S6/cycle/off/01,400,2024-04-27T16:33:13.959207,Cycle,1
79,M133,S6_WELDING_CHK_MISSING_TR2,0,2024-04-27T16:33:14.030737,Alarm,1
82,D455,Cycle/S6/cycle/off/02,990,2024-04-27T16:33:14.085757,Cycle,1
80,M134,S6_WELDING_CHK_MISSING_TR4,0,2024-04-27T16:33:14.154253,Alarm,1
83,D475,Cycle/S6/cycle/off/03,500,2024-04-27T16:33:14.210015,Cycle,1
81,M115,S10_LEAK_TEST_MISS_TR1,0,2024-04-27T16:33:14.276807,Alarm,1
84,D481,Cycle/S6/cycle/off/04,900,2024-04-27T16:33:14.327539,Cycle,1
82,M51,S10_LEAK_TEST_MISS_TR2,0,2024-04-27T16:33:14.390314,Alarm,1
85,D454,Cycle/S6/cycle/off/05,970,2024-04-27T16:33:14.446298,Cycle,1
83,M116,S10_LEAK_TEST_MISS_TR3,0,2024-04-27T16:33:14.513700,Alarm,1
86,D257,Cycle/S7/cycle/on/00,250,2024-04-27T16:33:14.565106,Cycle,1
84,M117,S10_LEAK_TEST_MISS_TR4,0,2024-04-27T16:33:14.632203,Alarm,1
87,D259,Cycle/S7/cycle/on/01,400,2024-04-27T16:33:14.683206,Cycle,1
85,M125,S1_B-F-1_JAM_,1,2024-04-27T16:33:14.745116,Alarm,1
88,D276,Cycle/S7/cycle/on/02,450,2024-04-27T16:33:14.795818,Cycle,1
86,M126,S1_B-F-2_JAM_,1,2024-04-27T16:33:14.861223,Alarm,1
89,D258,Cycle/S7/cycle/on/03,910,2024-04-27T16:33:14.914732,Cycle,1
87,M127,S2_B-F_-1_JAM,1,2024-04-27T16:33:14.981256,Alarm,1
90,D457,Cycle/S7/cycle/off/00,320,2024-04-27T16:33:15.033303,Cycle,1
88,M128,S4_B-F_-1_JAM_,1,2024-04-27T16:33:15.098801,Alarm,1
91,D459,Cycle/S7/cycle/off/01,990,2024-04-27T16:33:15.155984,Cycle,1
89,M129,S4_B-F-2_JAM,1,2024-04-27T16:33:15.223382,Alarm,1
92,D476,Cycle/S7/cycle/off/02,650,2024-04-27T16:33:15.279682,Cycle,1
93,D458,Cycle/S7/cycle/off/03,970,2024-04-27T16:33:15.311243,Cycle,1
94,D225,Cycle/S8/cycle/on/00,650,2024-04-27T16:33:15.432569,Cycle,1
95,D425,Cycle/S8/cycle/off/00,700,2024-04-27T16:33:15.535896,Cycle,1
96,D226,Cycle/S9/cycle/on/00,650,2024-04-27T16:33:15.639372,Cycle,1
97,D426,Cycle/S9/cycle/off/00,700,2024-04-27T16:33:15.748381,Cycle,1
98,D261,Cycle/S10/cycle/on/00,270,2024-04-27T16:33:15.851437,Cycle,1
99,D230,Cycle/S10/cycle/on/01,540,2024-04-27T16:33:15.950393,Cycle,1
100,D284,Cycle/S10/cycle/on/02,630,2024-04-27T16:33:16.049463,Cycle,1
101,D262,Cycle/S10/cycle/on/03,930,2024-04-27T16:33:16.152957,Cycle,1
102,D461,Cycle/S10/cycle/off/00,350,2024-04-27T16:33:16.251303,Cycle,1
103,D430,Cycle/S10/cycle/off/01,600,2024-04-27T16:33:16.349779,Cycle,1
104,D484,Cycle/S10/cycle/off/02,750,2024-04-27T16:33:16.453705,Cycle,1
105,D462,Cycle/S10/cycle/off/03,990,2024-04-27T16:33:16.552397,Cycle,1
106,D265,Cycle/S11/cycle/on/00,200,2024-04-27T16:33:16.651143,Cycle,1
107,D267,Cycle/S11/cycle/on/01,490,2024-04-27T16:33:16.759190,Cycle,1
108,D266,Cycle/S11/cycle/on/02,830,2024-04-27T16:33:16.886670,Cycle,1
109,D268,Cycle/S11/cycle/on/03,950,2024-04-27T16:33:16.916176,Cycle,1
110,D465,Cycle/S11/cycle/off/00,270,2024-04-27T16:33:17.033656,Cycle,1
111,D467,Cycle/S11/cycle/off/01,500,2024-04-27T16:33:17.131949,Cycle,1
112,D466,Cycle/S11/cycle/off/02,930,2024-04-27T16:33:17.235816,Cycle,1
113,D468,Cycle/S11/cycle/off/03,999,2024-04-27T16:33:17.339514,Cycle,1
114,D270,Cycle/S12/cycle/on/00,50,2024-04-27T16:33:17.448754,Cycle,1
115,D269,Cycle/S12/cycle/on/01,500,2024-04-27T16:33:17.489341,Cycle,1
116,D229,Cycle/S12/cycle/on/02,870,2024-04-27T16:33:17.616696,Cycle,1
117,D470,Cycle/S12/cycle/off/00,151,2024-04-27T16:33:17.651716,Cycle,1
118,D469,Cycle/S12/cycle/off/01,550,2024-04-27T16:33:17.772100,Cycle,1
119,D429,Cycle/S12/cycle/off/02,995,2024-04-27T16:33:17.919840,Cycle,1
